idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
3583,train,variation on that sinister yarn in which half the cast,INCORRECT: variation→variations | CORRECTED: variations on that sinister yarn in which half the cast,INCORRECT,True,variation→variations,variations on that sinister yarn in which half the cast
3586,train,He has earned his break . The film is a well-made,"INCORRECT: film→filmy, well-made→well-awarded | CORRECTED: He has earned his break. The filmy is a well-awarded",INCORRECT,True,"film→filmy, well-made→well-awarded",He has earned his break. The filmy is a well-awarded
3593,train,also effectively around . They provide some chilly red,INCORRECT: chilly→chillly | CORRECTED: also effectively around . They provide some chillly red,INCORRECT,True,chilly→chillly,also effectively around . They provide some chillly red
3597,train,a near-disastrous leak . Familiar members of Britain's,INCORRECT: of→at | CORRECTED: a near-disastrous leak . Familiar members at Britain's,INCORRECT,True,of→at,a near-disastrous leak . Familiar members at Britain's
3599,train,Navigator Sid is a tower of strength when,INCORRECT: tower→tourer | CORRECTED: Navigator Sid is a tourer of strength when,INCORRECT,True,tower→tourer,Navigator Sid is a tourer of strength when
3602,train,newly-weds Ian Carmichael and Janette Scott let,INCORRECT: let→weds | CORRECTED: newly-weds Ian Carmichael and Janette Scott weds,INCORRECT,True,let→weds,newly-weds Ian Carmichael and Janette Scott weds
3609,train,DONALD HOUSTON had a big success on A T V's,INCORRECT: V's → Wilson | CORRECTED: DONALD HOUSTON had a big success on A T Wilson,INCORRECT,True,V's → Wilson,DONALD HOUSTON had a big success on A T Wilson
3614,train,Holloway's act too long and not particularly,INCORRECT: act→out | CORRECTED: Holloway's out too long and not particularly,INCORRECT,True,act→out,Holloway's out too long and not particularly
3616,train,"Earlier , on the Palladium show I found Stanley","INCORRECT: I→g | CORRECTED: Earlier, on the Palladium show g found Stanley",INCORRECT,True,I→g,"Earlier, on the Palladium show g found Stanley"
3633,train,the cast . I especially liked the tea-cup,INCORRECT: tea-cup→tea-cups | CORRECTED: the cast . I especially liked the tea-cups,INCORRECT,True,tea-cup→tea-cups,the cast . I especially liked the tea-cups
3642,train,through the gormless standing corn around them . Perhaps,INCORRECT: them→through | CORRECTED: through the gormless standing corn around through. Perhaps,INCORRECT,True,them→through,through the gormless standing corn around through. Perhaps
3644,train,alone used a sharp edge to their humour and cut,INCORRECT: alone→a love | CORRECTED: a love used a sharp edge to their humour and cut,INCORRECT,True,alone→a love,a love used a sharp edge to their humour and cut
3646,train,Carole Shelley as the newly-wed and Larry Noble,INCORRECT: Noble→Nobley | CORRECTED: Carole Shelley as the newly-wed and Larry Nobley,INCORRECT,True,Noble→Nobley,Carole Shelley as the newly-wed and Larry Nobley
3655,train,"get it into your head , son ... people","INCORRECT: missing initial ""got to "", final word people→please | CORRECTED: got to get it into your head, son... please",INCORRECT,True,"missing initial ""got to "", final word people→please","got to get it into your head, son... please"
3660,train,"Mr. Lisbon , who is twenty-three , and lives in Dagenham , Essex ,","INCORRECT: Lisbon→Hisbon | CORRECTED: Mr. Hisbon , who is twenty-three , and lives in Dagenham , Essex ,",INCORRECT,True,Lisbon→Hisbon,"Mr. Hisbon , who is twenty-three , and lives in Dagenham , Essex ,"
3671,train,"different ... . "" More news from the ivory-thumping dept. ...","INCORRECT: More→Move | CORRECTED: ""different .... "" Move news from the ivory-thumping dept. ....""",INCORRECT,True,More→Move,"""different .... "" Move news from the ivory-thumping dept. ...."""
3673,train,"Now along comes his solo disc , featuring two of his own","INCORRECT: own→town | CORRECTED: Now along comes his solo disc , featuring two of his town",INCORRECT,True,own→town,"Now along comes his solo disc , featuring two of his town"
3677,train,"Russ Conway , who has tinkled his way to fame on an old 2pianna ,","INCORRECT: 2pianna→2piano | CORRECTED: Russ Conway , who has tinkled his way to fame on an old 2piano ,",INCORRECT,True,2pianna→2piano,"Russ Conway , who has tinkled his way to fame on an old 2piano ,"
3678,train,"compositions , "" Deerstalker "" and "" Almost Grown Up . "" VERDICT :","INCORRECT: missing ""compositions ,"" at the end | CORRECTED: ""compositions , "" Deerstalker "" and "" Almost Grown Up . "" VERDICT : compositions ,""",INCORRECT,True,"missing ""compositions ,"" at the end","""compositions , "" Deerstalker "" and "" Almost Grown Up . "" VERDICT : compositions ,"""
3688,train,Europe . Now Rolly gets his big break - a,INCORRECT: Now→New | CORRECTED: Europe . New Rolly gets his big break - a,INCORRECT,True,Now→New,Europe . New Rolly gets his big break - a
3693,train,from India to seek disc fame . Comedian Hal,"INCORRECT: fame→fortune, Comedian→Councillor, Hal→Hall | CORRECTED: from India to seek disc fortune. Councillor Hall",INCORRECT,True,"fame→fortune, Comedian→Councillor, Hal→Hall",from India to seek disc fortune. Councillor Hall
3702,train,"Harry Carroll from Leicester ( B B C , 8.25 ) . A","INCORRECT: BBC→CBBC | CORRECTED: Harry Carroll from Leicester (CBBC, 8.25). A",INCORRECT,True,BBC→CBBC,"Harry Carroll from Leicester (CBBC, 8.25). A"
3703,train,"Hughes in his "" Make Mine Music "" ( B B C , 9.30 p.m. ) .","INCORRECT: ""BBC→CBBC"" | CORRECTED: ""Hughes in his "" Make Mine Music "" ( C B B C , 9.30 p.m. ) .""",INCORRECT,True,"""BBC→CBBC""","""Hughes in his "" Make Mine Music "" ( C B B C , 9.30 p.m. ) ."""
3707,train,feather-weight contest between Chris Elliot and,INCORRECT: Chris→Chris's | CORRECTED: feather-weight contest between Chris's Elliot and,INCORRECT,True,Chris→Chris's,feather-weight contest between Chris's Elliot and
3712,train,is at Mass . Most of it . In the front room of,INCORRECT: Mass→May | CORRECTED: is at May. Most of it. In the front room of,INCORRECT,True,Mass→May,is at May. Most of it. In the front room of
3718,train,"roller-coaster , with occasional stops for an old","INCORRECT: roller-coaster→roller-castles | CORRECTED: roller-castles, with occasional stops for an old",INCORRECT,True,roller-coaster→roller-castles,"roller-castles, with occasional stops for an old"
3723,train,Where the 2bhoys are . In the hallway are,INCORRECT: 2bhoys→Shops | CORRECTED: Where the Shops are. In the hallway are,INCORRECT,True,2bhoys→Shops,Where the Shops are. In the hallway are
3724,train,I.R.A. air or a Connemara tear-jerker .,INCORRECT: tear-jerker→leas-jerked | CORRECTED: I.R.A. air or a Connemara leas-jerked .,INCORRECT,True,tear-jerker→leas-jerked,I.R.A. air or a Connemara leas-jerked .
3736,train,"unless I 'm exceedingly 2skint . "" But I 'll","INCORRECT: But→Best | CORRECTED: ""unless I 'm exceedingly 2skint . ""Best I 'll""",INCORRECT,True,But→Best,"""unless I 'm exceedingly 2skint . ""Best I 'll"""
3738,train,than educate . And I don't write at all,INCORRECT: than educate→You reduce | CORRECTED: You reduce. And I don't write at all,INCORRECT,True,than educate→You reduce,You reduce. And I don't write at all
3739,train,say this . I 'd like to live in America,INCORRECT: live→like | CORRECTED: say this . I 'd like to like in America,INCORRECT,True,live→like,say this . I 'd like to like in America
3742,train,"flower in a cultural desert . "" Now , me - I 'm","INCORRECT: me→we, I'm→live | CORRECTED: ""flower in a cultural desert . "" Now , we - live",INCORRECT,True,"me→we, I'm→live","""flower in a cultural desert . "" Now , we - live"
3747,train,"you 're writing about anyway . "" Not that I did","INCORRECT: did→dide | CORRECTED: ""you 're writing about anyway . "" Not that I dide""",INCORRECT,True,did→dide,"""you 're writing about anyway . "" Not that I dide"""
3784,train,"and due for presentation at the Theatre Royal ,","INCORRECT: and due→Candidate | CORRECTED: Candidate for presentation at the Theatre Royal ,",INCORRECT,True,and due→Candidate,"Candidate for presentation at the Theatre Royal ,"
3799,train,"thing this week I have never before witnessed ,","INCORRECT: thing→Mining | CORRECTED: Mining this week I have never before witnessed ,",INCORRECT,True,thing→Mining,"Mining this week I have never before witnessed ,"
3810,train,good thing ( although the one original,"INCORRECT: (→I, original→originally | CORRECTED: good thing I although the one originally",INCORRECT,True,"(→I, original→originally",good thing I although the one originally
3823,train,escorted tour . Result : Mr. Hudson and lady love Lollo find,INCORRECT: tour→tours | CORRECTED: escorted tours . Result : Mr. Hudson and lady love Lollo find,INCORRECT,True,tour→tours,escorted tours . Result : Mr. Hudson and lady love Lollo find
3828,train,"Gina , walking out on the man who has so far","INCORRECT: ""walking → walking, walking"" | CORRECTED: Gina, walking, walking out on the man who has so far",INCORRECT,True,"""walking → walking, walking""","Gina, walking, walking out on the man who has so far"
3833,train,Hudson can take one more hill than the,INCORRECT: the→take | CORRECTED: Hudson can take one more hill than take,INCORRECT,True,the→take,Hudson can take one more hill than take
3836,train,"get rid of old man , solid Rock . "" How","INCORRECT: How→Hour | CORRECTED: ""get rid of old man , solid Rock . "" Hour",INCORRECT,True,How→Hour,"""get rid of old man , solid Rock . "" Hour"
3852,train,"about with an X ? ) are of the witty ,","INCORRECT: ""with an X → with X"" | CORRECTED: ""about with X?) are of the witty,""",INCORRECT,True,"""with an X → with X""","""about with X?) are of the witty,"""
3856,train,sex ( what else would they joke,"INCORRECT: ""( what→What"" | CORRECTED: ""sex What else would they joke""",INCORRECT,True,"""( what→What""","""sex What else would they joke"""
3861,train,The girl is a knock-out ( see pic-,INCORRECT: The→Thee | CORRECTED: Thee girl is a knock-out ( see pic-,INCORRECT,True,The→Thee,Thee girl is a knock-out ( see pic-
3868,train,"the husband ( James Mason ) , who","INCORRECT: who→what | CORRECTED: the husband ( James Mason ) , what",INCORRECT,True,who→what,"the husband ( James Mason ) , what"
3869,train,"prettier , stronger , and more","INCORRECT: more→mare | CORRECTED: prettier, stronger, and mare",INCORRECT,True,more→mare,"prettier, stronger, and mare"
3905,train,"The plain , sober manner of its","INCORRECT: manner→manners | CORRECTED: The plain , sober manners of its",INCORRECT,True,manner→manners,"The plain , sober manners of its"
3908,train,points up not only the horror,INCORRECT: not→hot | CORRECTED: points up hot only the horror,INCORRECT,True,not→hot,points up hot only the horror
3909,train,possess a heritage of lace . A lace,INCORRECT: lace→laces | CORRECTED: possess a heritage of lace . A laces,INCORRECT,True,lace→laces,possess a heritage of lace . A laces
3911,train,robe that each generation wears in turn -,INCORRECT: turn→them | CORRECTED: robe that each generation wears in them -,INCORRECT,True,turn→them,robe that each generation wears in them -
3919,train,ustrations in the following pages will show,INCORRECT: ustrations→strations | CORRECTED: strations in the following pages will show,INCORRECT,True,ustrations→strations,strations in the following pages will show
3922,train,adapted itself to modern tastes and the ill-,INCORRECT: ill→illu | CORRECTED: adapted itself to modern tastes and the illu-,INCORRECT,True,ill→illu,adapted itself to modern tastes and the illu-
3932,train,"in the home . Chairbacks , cushions , tablecloths ,","INCORRECT: home→beside | CORRECTED: in the beside . Chairbacks , cushions , tablecloths ,",INCORRECT,True,home→beside,"in the beside . Chairbacks , cushions , tablecloths ,"
3942,train,"a lace border to a handkerchief , fine-lace","INCORRECT: extra leading ""a"" | CORRECTED: ""lace border to a handkerchief , fine-lace""",INCORRECT,True,"extra leading ""a""","""lace border to a handkerchief , fine-lace"""
3948,train,and worked lace as well as women and,"INCORRECT: remove leading ""and"" | CORRECTED: worked lace as well as women and",INCORRECT,True,"remove leading ""and""",worked lace as well as women and
3949,train,"For in the old order of things , men designed","INCORRECT: For→Far | CORRECTED: Far in the old order of things, men designed",INCORRECT,True,For→Far,"Far in the old order of things, men designed"
3951,train,"a folklore of song , festival and courtship grew","INCORRECT: festival→festivals | CORRECTED: a folklore of song , festivals and courtship grew",INCORRECT,True,festival→festivals,"a folklore of song , festivals and courtship grew"
3953,train,"making not only to young girls , but to little","INCORRECT: making→walking | CORRECTED: walking not only to young girls, but to little",INCORRECT,True,making→walking,"walking not only to young girls, but to little"
3960,train,nuns who carried the craft to Ireland . There it,"INCORRECT: missing final word ""runs"" | CORRECTED: nuns who carried the craft to Ireland. There it runs",INCORRECT,True,"missing final word ""runs""",nuns who carried the craft to Ireland. There it runs
3963,train,"texture , are sold at a very high price . With a","INCORRECT: With→which | CORRECTED: texture , are sold at a very high price . which a",INCORRECT,True,With→which,"texture , are sold at a very high price . which a"
3969,train,"edging for collar , cuffs or a handkerchief .","INCORRECT: collar→collars | CORRECTED: edging for collars, cuffs or a handkerchief.",INCORRECT,True,collar→collars,"edging for collars, cuffs or a handkerchief."
3976,train,pages simple diagrams and instructions are given,INCORRECT: simple→single | CORRECTED: pages single diagrams and instructions are given,INCORRECT,True,simple→single,pages single diagrams and instructions are given
3980,train,accurate . Place crochet in correct position on linen and,"INCORRECT: ""accurate ."" is incorrectly placed at the start, it should be at the end of the line after ""and"" | CORRECTED: Place crochet in correct position on linen and accurate .",INCORRECT,True,"""accurate ."" is incorrectly placed at the start, it should be at the end of the line after ""and""",Place crochet in correct position on linen and accurate .
3984,train,"( a ) Button Stitch round the outline of basting stitches ,","INCORRECT: round→bound | CORRECTED: (a) Button Stitch bound the outline of basting stitches,",INCORRECT,True,round→bound,"(a) Button Stitch bound the outline of basting stitches,"
3992,train,preserves the beauty of the design . It is easy,INCORRECT: It is→It's | CORRECTED: preserves the beauty of the design. It's easy,INCORRECT,True,It is→It's,preserves the beauty of the design. It's easy
4008,train,specified in the directions . These are the,"INCORRECT: ""specified"" is incorrectly placed at the start of the line instead of the end | CORRECTED: in the directions. These are the specified",INCORRECT,True,"""specified"" is incorrectly placed at the start of the line instead of the end",in the directions. These are the specified
4019,train,of broad bar of hook as you would a,INCORRECT: bar→bas | CORRECTED: of broad bas of hook as you would a,INCORRECT,True,bar→bas,of broad bas of hook as you would a
4020,train,and forefinger ( Fig. 1 ) . 1 . Take hold,INCORRECT: forefinger→forefingers | CORRECTED: and forefingers ( Fig. 1 ) . 1 . Take hold,INCORRECT,True,forefinger→forefingers,and forefingers ( Fig. 1 ) . 1 . Take hold
4024,train,3 . Hold loop in place between thumb,INCORRECT: thumb→thumbs | CORRECTED: 3 . Hold loop in place between thumbs,INCORRECT,True,thumb→thumbs,3 . Hold loop in place between thumbs
4025,train,pencil . Bring middle finger forward to,"INCORRECT: finger→fingers, missing ""pencil."" at the end | CORRECTED: pencil. Bring middle fingers forward to pencil.",INCORRECT,True,"finger→fingers, missing ""pencil."" at the end",pencil. Bring middle fingers forward to pencil.
4030,train,from thread . Pull short end and ball thread,INCORRECT: thread→Hurthead | CORRECTED: from Hurthead. Pull short end and ball thread,INCORRECT,True,thread→Hurthead,from Hurthead. Pull short end and ball thread
4037,train,A great deal of modern furniture has tapered,INCORRECT: modern→wooden | CORRECTED: A great deal of wooden furniture has tapered,INCORRECT,True,modern→wooden,A great deal of wooden furniture has tapered
4041,train,simply planed to give the required taper . In,INCORRECT: planed→planned | CORRECTED: simply planned to give the required taper . In,INCORRECT,True,planed→planned,simply planned to give the required taper . In
4043,train,The gauge can now be used to nick in the tapers,INCORRECT: nick→wind | CORRECTED: The gauge can now be used to wind in the tapers,INCORRECT,True,nick→wind,The gauge can now be used to wind in the tapers
4047,train,the straight-edge as one relies upon the truth,INCORRECT: truth→structure | CORRECTED: the straight-edge as one relies upon the structure,INCORRECT,True,truth→structure,the straight-edge as one relies upon the structure
4053,train,to stop the plane short of the squared,INCORRECT: stop→shop | CORRECTED: to shop the plane short of the squared,INCORRECT,True,stop→shop,to shop the plane short of the squared
4060,train,"marked out as at ( A ) , Fig. 3 .","INCORRECT: at→ad | CORRECTED: marked out as ad ( A ) , Fig. 3 .",INCORRECT,True,at→ad,"marked out as ad ( A ) , Fig. 3 ."
4063,train,needed at the top before the tapering is,INCORRECT: at→and | CORRECTED: needed and the top before the tapering is,INCORRECT,True,at→and,needed and the top before the tapering is
4065,train,"exactly down to the taper line ,","INCORRECT: taper→tapers | CORRECTED: exactly down to the tapers line,",INCORRECT,True,taper→tapers,"exactly down to the tapers line,"
4066,train,"tent of the taper , and in","INCORRECT: taper→paper, in→it | CORRECTED: tent of the paper, and it",INCORRECT,True,"taper→paper, in→it","tent of the paper, and it"
4069,train,the top member of the toe are,"INCORRECT: member→members, are→area | CORRECTED: the top members of the toe area",INCORRECT,True,"member→members, are→area",the top members of the toe area
4078,train,"create a certain amount of mess , it is","INCORRECT: ""it→if, missing final word 'create'"" | CORRECTED: ""create a certain amount of mess , if is create""",INCORRECT,True,"""it→if, missing final word 'create'""","""create a certain amount of mess , if is create"""
4081,train,other materials ; it is a pleasant material,INCORRECT: material→materials | CORRECTED: other materials ; it is a pleasant materials,INCORRECT,True,material→materials,other materials ; it is a pleasant materials
4089,train,ripping out parts from hardwood . Most men,INCORRECT: parts→perks | CORRECTED: ripping out perks from hardwood . Most men,INCORRECT,True,parts→perks,ripping out perks from hardwood . Most men
4101,train,most men have some of the tools already . It will enable,INCORRECT: most→mostly | CORRECTED: mostly men have some of the tools already. It will enable,INCORRECT,True,most→mostly,mostly men have some of the tools already. It will enable
4106,train,"the fuller kit ( which in its turn , of course ,","INCORRECT: kit→lit | CORRECTED: the fuller lit ( which in its turn , of course ,",INCORRECT,True,kit→lit,"the fuller lit ( which in its turn , of course ,"
4107,train,"with a good basic kit , which includes","INCORRECT: basic→classic | CORRECTED: with a good classic kit , which includes",INCORRECT,True,basic→classic,"with a good classic kit , which includes"
4124,train,"however , a word of advice generally .","INCORRECT: generally→guardedly | CORRECTED: however , a word of advice guardedly .",INCORRECT,True,generally→guardedly,"however , a word of advice guardedly ."
4135,train,"are those of the vice , the bench stop , and storage","INCORRECT: stop→drop | CORRECTED: are those of the vice , the bench drop , and storage",INCORRECT,True,stop→drop,"are those of the vice , the bench drop , and storage"
4141,train,timber can be used but Parana pine is,"INCORRECT: ""but→by, pine→plane"" | CORRECTED: ""timber can be used by Parana plane is""",INCORRECT,True,"""but→by, pine→plane""","""timber can be used by Parana plane is"""
4145,train,taking a good finish .,INCORRECT: taking→talking | CORRECTED: talking a good finish .,INCORRECT,True,taking→talking,talking a good finish .
4148,train,HERE is a project that will be welcomed by the,INCORRECT: HERE→There | CORRECTED: There is a project that will be welcomed by the,INCORRECT,True,HERE→There,There is a project that will be welcomed by the
4160,train,"each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses ( C ) ,","INCORRECT: ""each"" is incorrectly placed at the start of the line, it belongs at the end after ""( C ),"" | CORRECTED: 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses ( C ), each",INCORRECT,True,"""each"" is incorrectly placed at the start of the line, it belongs at the end after ""( C ),""","1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses ( C ), each"
4163,train,by 1 1/4 in. by 14 in. timber is fixed across,INCORRECT: by→boy | CORRECTED: boy 1 1/4 in. by 14 in. timber is fixed across,INCORRECT,True,by→boy,boy 1 1/4 in. by 14 in. timber is fixed across
4181,train,with glue and panel pins and then fit,"INCORRECT: pins→pin, then→thread, fit→Rith | CORRECTED: with glue and panel pin and thread Rith",INCORRECT,True,"pins→pin, then→thread, fit→Rith",with glue and panel pin and thread Rith
4194,train,to the frame and its edges planed off,INCORRECT: edges→edge | CORRECTED: to the frame and its edge planed off,INCORRECT,True,edges→edge,to the frame and its edge planed off
4196,train,by 4 in. attached to the front legs with a pair,INCORRECT: 4→if | CORRECTED: by if in. attached to the front legs with a pair,INCORRECT,True,4→if,by if in. attached to the front legs with a pair
4201,train,piece of timber 14 in. long and about 1/2 in.,INCORRECT: 1/2→1½ | CORRECTED: piece of timber 14 in. long and about 1½ in.,INCORRECT,True,1/2→1½,piece of timber 14 in. long and about 1½ in.
4217,train,material that might be available as otherwise the,INCORRECT: the→material | CORRECTED: material that might be available as otherwise material,INCORRECT,True,the→material,material that might be available as otherwise material
4234,train,"always used brass screws , which are more expensive . The first","INCORRECT: The→These | CORRECTED: always used brass screws , which are more expensive . These first",INCORRECT,True,The→These,"always used brass screws , which are more expensive . These first"
4236,train,in place of screws . We just bend them over and clamp,"INCORRECT: missing ""in place"" after ""clamp"" | CORRECTED: in place of screws. We just bend them over and clamp in place",INCORRECT,True,"missing ""in place"" after ""clamp""",in place of screws. We just bend them over and clamp in place
4240,train,"the moulds , make a frame of rough lumber as shown in","INCORRECT: moulds→walls | CORRECTED: the walls , make a frame of rough lumber as shown in",INCORRECT,True,moulds→walls,"the walls , make a frame of rough lumber as shown in"
4243,train,"and shaping your little craft , upside-down . For cheapness","INCORRECT: shaping→shopping, cheapness→cheerfulness | CORRECTED: and shopping your little craft , upside-down . For cheerfulness",INCORRECT,True,"shaping→shopping, cheapness→cheerfulness","and shopping your little craft , upside-down . For cheerfulness"
4256,train,is difficult to obtain here and expensive . I overcome,INCORRECT: expensive→expesive | CORRECTED: is difficult to obtain here and expesive. I overcome,INCORRECT,True,expensive→expesive,is difficult to obtain here and expesive. I overcome
4257,train,and easy to make . As will be seen from the plan,INCORRECT: make→wake | CORRECTED: and easy to wake. As will be seen from the plan,INCORRECT,True,make→wake,and easy to wake. As will be seen from the plan
4260,train,"rowing this dinghy ( Fig. 3 ) . They are very simple , cheap","INCORRECT: cheap→Cheep | CORRECTED: rowing this dinghy ( Fig. 3 ) . They are very simple , Cheep",INCORRECT,True,cheap→Cheep,"rowing this dinghy ( Fig. 3 ) . They are very simple , Cheep"
4264,train,use a heavy old base as in,"INCORRECT: use→hose, base→brass | CORRECTED: hose a heavy old brass as in",INCORRECT,True,"use→hose, base→brass",hose a heavy old brass as in
4280,train,"in the plan , the transoms have a frame 1 in. by 1 in.","INCORRECT: extra ""by 1 in."" is not present in the handwritten text | CORRECTED: in the plan, the transoms have a frame 1 in.",INCORRECT,True,"extra ""by 1 in."" is not present in the handwritten text","in the plan, the transoms have a frame 1 in."
4283,train,is joined to both transoms and lies in the grooves,INCORRECT: to→for | CORRECTED: is joined for both transoms and lies in the grooves,INCORRECT,True,to→for,is joined for both transoms and lies in the grooves
4284,train,The chine is the long stringer on each side which,INCORRECT: stringer→strunger | CORRECTED: The chine is the long strunger on each side which,INCORRECT,True,stringer→strunger,The chine is the long strunger on each side which
4293,train,and this is the time to check before making fast,INCORRECT: fast→feast | CORRECTED: and this is the time to check before making feast,INCORRECT,True,fast→feast,and this is the time to check before making feast
4300,train,plan measurements but leave sufficient margin for,INCORRECT: margin→margins | CORRECTED: plan measurements but leave sufficient margins for,INCORRECT,True,margin→margins,plan measurements but leave sufficient margins for
4304,train,lengths of 8 ft. by 4 ft. ply for this,INCORRECT: ply→play | CORRECTED: lengths of 8 ft. by 4 ft. play for this,INCORRECT,True,ply→play,lengths of 8 ft. by 4 ft. play for this
4305,train,planing after fixing to the boat . Use your two,INCORRECT: two→turn | CORRECTED: planing after fixing to the boat . Use your turn,INCORRECT,True,two→turn,planing after fixing to the boat . Use your turn
4307,train,the sides to the transom framing and the chine .,INCORRECT: chine→drive | CORRECTED: the sides to the transom framing and the drive .,INCORRECT,True,chine→drive,the sides to the transom framing and the drive .
4313,train,you have a third clamp use it in the centre as,INCORRECT: third→fluid | CORRECTED: you have a fluid clamp use it in the centre as,INCORRECT,True,third→fluid,you have a fluid clamp use it in the centre as
4323,train,the bottom shaped transom facing .,INCORRECT: transom→transform | CORRECTED: the bottom shaped transform facing .,INCORRECT,True,transom→transform,the bottom shaped transform facing .
4325,train,"Clean up with the plane ready for the bottom ,","INCORRECT: plane→flame | CORRECTED: Clean up with the flame ready for the bottom ,",INCORRECT,True,plane→flame,"Clean up with the flame ready for the bottom ,"
4329,train,shift them right out of the way . Place the boat right side,INCORRECT: the→to | CORRECTED: shift them right out of the way . Place to boat right side,INCORRECT,True,the→to,shift them right out of the way . Place to boat right side
4360,train,20 million acres are sprayed with dieldrin . An eye-,"INCORRECT: "". An eye-"" → "", Acre crops"" | CORRECTED: ""20 million acres are sprayed with dieldrin, Acre crops""",INCORRECT,True,""". An eye-"" → "", Acre crops""","""20 million acres are sprayed with dieldrin, Acre crops"""
4373,train,The biological control of pests in the garden,INCORRECT: garden→gardening | CORRECTED: The biological control of pests in the gardening,INCORRECT,True,garden→gardening,The biological control of pests in the gardening
4378,train,sale being by the gallon . Praying mantis ( Mantis,"INCORRECT: mantis→mantis's, Mantis→Mantis's | CORRECTED: sale being by the gallon . Praying mantis's (Mantis's",INCORRECT,True,"mantis→mantis's, Mantis→Mantis's",sale being by the gallon . Praying mantis's (Mantis's
4388,train,"heuschrecken "" ( Die Neue Brehm Bu""ckerei ,","INCORRECT: Bu""ckerei→Bu""cherei | CORRECTED: ""heuschrecken "" ( Die Neue Brehm Bu""cherei ,""",INCORRECT,True,"Bu""ckerei→Bu""cherei","""heuschrecken "" ( Die Neue Brehm Bu""cherei ,"""
4405,train,greenhouse . Of the dozen Spanish mantis,"INCORRECT: ""greenhouse . Of"" → ""Of"", ""mantis"" → ""court"", ""mantis"" incorrectly replaces preceding text and ""greenhouse"" is misplaced | CORRECTED: Of the dozen Spanish court greenhouse.",INCORRECT,True,"""greenhouse . Of"" → ""Of"", ""mantis"" → ""court"", ""mantis"" incorrectly replaces preceding text and ""greenhouse"" is misplaced",Of the dozen Spanish court greenhouse.
4411,train,"since the end of the war , clay pots are","INCORRECT: ""since the → the; are → are since"" | CORRECTED: ""the end of the war, clay pots are since""",INCORRECT,True,"""since the → the; are → are since""","""the end of the war, clay pots are since"""
4413,train,"obtained at a comparable price , except the","INCORRECT: the→that | CORRECTED: obtained at a comparable price , except that",INCORRECT,True,the→that,"obtained at a comparable price , except that"
4414,train,no real substitute for clay that can be,"INCORRECT: no→to, real→reach | CORRECTED: to reach substitute for clay that can be",INCORRECT,True,"no→to, real→reach",to reach substitute for clay that can be
4428,train,they are not quite so fragile as the,INCORRECT: they→things | CORRECTED: things are not quite so fragile as the,INCORRECT,True,they→things,things are not quite so fragile as the
4430,train,about in quite the same way .,INCORRECT: quite→granite | CORRECTED: about in granite the same way .,INCORRECT,True,quite→granite,about in granite the same way .
4431,train,losses will be even greater . This does not,INCORRECT: will be even → will even be | CORRECTED: losses will even be greater. This does not,INCORRECT,True,will be even → will even be,losses will even be greater. This does not
4434,train,they must have some protection from severe,INCORRECT: severe→arrest | CORRECTED: they must have some protection from arrest,INCORRECT,True,severe→arrest,they must have some protection from arrest
4440,train,"artists with delightful studies , there is no","INCORRECT: no→not | CORRECTED: artists with delightful studies, there is not",INCORRECT,True,no→not,"artists with delightful studies, there is not"
4446,train,for having smashed a large number # to,INCORRECT: #→of | CORRECTED: for having smashed a large number of to,INCORRECT,True,#→of,for having smashed a large number of to
4454,train,wash clay pots is a definite factor in,INCORRECT: is→in | CORRECTED: wash clay pots in a definite factor in,INCORRECT,True,is→in,wash clay pots in a definite factor in
4470,train,expensive and still get broken . On the,INCORRECT: expensive→expansive | CORRECTED: expansive and still get broken . On the,INCORRECT,True,expensive→expansive,expansive and still get broken . On the
4479,train,are made of the same compost as would have,INCORRECT: compost→Comport | CORRECTED: are made of the same Comport as would have,INCORRECT,True,compost→Comport,are made of the same Comport as would have
4482,train,"compost , made in a specially devised press to","INCORRECT: specially→specifically, press→process | CORRECTED: compost , made in a specifically devised process to",INCORRECT,True,"specially→specifically, press→process","compost , made in a specifically devised process to"
4483,train,simulate roughly the shape and size of a pot .,INCORRECT: pot→pat | CORRECTED: simulate roughly the shape and size of a pat .,INCORRECT,True,pot→pat,simulate roughly the shape and size of a pat .
4488,train,"celery and onions , may all be raised in soil","INCORRECT: raised→revised | CORRECTED: celery and onions , may all be revised in soil",INCORRECT,True,raised→revised,"celery and onions , may all be revised in soil"
4496,train,potted .,INCORRECT: potted→poHeel | CORRECTED: poHeel.,INCORRECT,True,potted→poHeel,poHeel.
4503,train,completely . Manufacturing the block and planting,INCORRECT: planting→plantings | CORRECTED: completely . Manufacturing the block and plantings,INCORRECT,True,planting→plantings,completely . Manufacturing the block and plantings
4506,train,results by buying a small hand-operated soil,INCORRECT: soil→soils | CORRECTED: results by buying a small hand-operated soils,INCORRECT,True,soil→soils,results by buying a small hand-operated soils
4509,train,inclined to collapse if the plants are in them,INCORRECT: in them→inclined | CORRECTED: inclined to collapse if the plants are inclined,INCORRECT,True,in them→inclined,inclined to collapse if the plants are inclined
4510,train,"useful for short-term operations , but are","INCORRECT: are→cause | CORRECTED: useful for short-term operations, but cause",INCORRECT,True,are→cause,"useful for short-term operations, but cause"
