wrong,correct,count,type,wrong_repr,correct_repr
,of the ,1,insert_0:n,'','of the '
 .,f,1,merge_n:1,' .','f'
s,th,1,split_1:n,'s','th'
h,kn,1,split_1:n,'h','kn'
er,k,1,merge_n:1,'er','k'
h,tri,1,split_1:n,'h','tri'
,uit,1,insert_0:n,'','uit'
n or,mbi,1,replace_4:3,'n or','mbi'
li,O,1,merge_n:1,'li','O'
It,His,1,replace_2:3,'It','His'
ve,on,1,replace_2:2,'ve','on'
h,jo,1,split_1:n,'h','jo'
ou,ea,1,replace_2:2,'ou','ea'
,by ,1,insert_0:n,'','by '
sing t,T,1,merge_n:1,'sing t','T'
, singy,1,insert_0:n,'',' singy'
",",to,1,split_1:n,"','",'to'
v,,1,delete_n:0,'v',''
, were sold at 32 pieces for one shilling.,1,insert_0:n,'',' were sold at 32 pieces for one shilling.'
gh,f,1,merge_n:1,'gh','f'
,ai,1,insert_0:n,'','ai'
at,ev,1,replace_2:2,'at','ev'
 and,,1,delete_n:0,' and',''
 o,a,1,merge_n:1,' o','a'
- ,t,1,merge_n:1,'- ','t'
 see,,1,delete_n:0,' see',''
o,we,1,split_1:n,'o','we'
rst,nancial,1,replace_3:7,'rst','nancial'
,volved the dreary method of mining operations in,1,insert_0:n,'','volved the dreary method of mining operations in'
r,t ,1,split_1:n,'r','t '
r,it,1,split_1:n,'r','it'
,pi,1,insert_0:n,'','pi'
thi,Here',1,replace_3:5,'thi',"""Here'"""
ut,ad,1,replace_2:2,'ut','ad'
y,age,1,split_1:n,'y','age'
,mo,1,insert_0:n,'','mo'
t,chis,1,split_1:n,'t','chis'
ab,er,1,replace_2:2,'ab','er'
r,cec,1,split_1:n,'r','cec'
,tack,1,insert_0:n,'','tack'
nce,u,1,merge_n:1,'nce','u'
il,ss,1,replace_2:2,'il','ss'
m,cuir,1,split_1:n,'m','cuir'
the,a,1,merge_n:1,'the','a'
c,ren,1,split_1:n,'c','ren'
nounc,,1,delete_n:0,'nounc',''
,uctio,1,insert_0:n,'','uctio'
,ad,1,insert_0:n,'','ad'
in,was,1,replace_2:3,'in','was'
due,always,1,replace_3:6,'due','always'
t,lk,1,split_1:n,'t','lk'
concentr,w,1,merge_n:1,'concentr','w'
are ,,1,delete_n:0,'are ',''
ht ,uess,1,replace_3:4,'ht ','uess'
,n ,1,insert_0:n,'','n '
,was done ,1,insert_0:n,'','was done '
b,political o,1,split_1:n,'b','political o'
ffic,th,1,replace_4:2,'ffic','th'
tir,ach,1,replace_3:3,'tir','ach'
arms ,,1,delete_n:0,'arms ',''
st,dr,1,replace_2:2,'st','dr'
tio,,1,delete_n:0,'tio',''
d,ck,1,split_1:n,'d','ck'
, command structure and central administrative,1,insert_0:n,'',' command structure and central administrative'
xtent,ss,1,replace_5:2,'xtent','ss'
for,dan,1,replace_3:3,'for','dan'
ll,u,1,merge_n:1,'ll','u'
ee,ation,1,replace_2:5,'ee','ation'
,illus,1,insert_0:n,'','illus'
contain ,,1,delete_n:0,'contain ',''
,outh S,1,insert_0:n,'','outh S'
n,sh,1,split_1:n,'n','sh'
ag,ork,1,replace_2:3,'ag','ork'
reach,mould,1,replace_5:5,'reach','mould'
ar,on,1,replace_2:2,'ar','on'
,ous,1,insert_0:n,'','ous'
the,all,1,replace_3:3,'the','all'
mi,app,1,replace_2:3,'mi','app'
ven,sul,1,replace_3:3,'ven','sul'
,went,1,insert_0:n,'','went'
,e plac,1,insert_0:n,'','e plac'
k,,1,delete_n:0,'k',''
b,ro,1,split_1:n,'b','ro'
theme ,,1,delete_n:0,'theme ',''
r,che,1,split_1:n,'r','che'
ak,,1,delete_n:0,'ak',''
the,king,1,replace_3:4,'the','king'
han,,1,delete_n:0,'han',''
be,fit,1,replace_2:3,'be','fit'
,part,1,insert_0:n,'','part'
some ,,1,delete_n:0,'some ',''
ost,uch,1,replace_3:3,'ost','uch'
imm,subs,1,replace_3:4,'imm','subs'
-,tone,1,split_1:n,'-','tone'
t ,,1,delete_n:0,'t ',''
"Eden , ",,1,delete_n:0,"'Eden , '",''
th,p,1,merge_n:1,'th','p'
, earlier,1,insert_0:n,'',' earlier'
arlier,d,1,merge_n:1,'arlier','d'
,ask,1,insert_0:n,'','ask'
er of,,1,delete_n:0,'er of',''
, ac,1,insert_0:n,'',' ac'
kind,war,1,replace_4:3,'kind','war'
, waiting,1,insert_0:n,'',' waiting'
Long ,,1,delete_n:0,'Long ',''
,roach,1,insert_0:n,'','roach'
,eful,1,insert_0:n,'','eful'
dia,quen,1,replace_3:4,'dia','quen'
a,the,1,split_1:n,'a','the'
,sent,1,insert_0:n,'','sent'
mo,p,1,merge_n:1,'mo','p'
n,'ve,1,split_1:n,'n',"""'ve"""
na,mo,1,replace_2:2,'na','mo'
qu,pri,1,replace_2:3,'qu','pri'
91 ,Sx,1,replace_3:2,'91 ','Sx'
,ne,1,insert_0:n,'','ne'
the b,B,1,merge_n:1,'the b','B'
relevant ,y,1,merge_n:1,'relevant ','y'
s i,,1,delete_n:0,'s i',''
w,unnecess,1,split_1:n,'w','unnecess'
dd,cknowl,1,replace_2:6,'dd','cknowl'
various ,,1,delete_n:0,'various ',''
ak ,ech,1,replace_3:3,'ak ','ech'
tr,p,1,merge_n:1,'tr','p'
cl,rd,1,replace_2:2,'cl','rd'
th,,1,delete_n:0,'th',''
easier . ,,1,delete_n:0,'easier . ',''
,day,1,insert_0:n,'','day'
only ,,1,delete_n:0,'only ',''
heir,,1,delete_n:0,'heir',''
st,l,1,merge_n:1,'st','l'
n,st,1,split_1:n,'n','st'
i,oad,1,split_1:n,'i','oad'
Ame,b,1,merge_n:1,'Ame','b'
editorial ,,1,delete_n:0,'editorial ',''
#,set,1,split_1:n,'#','set'
n,usic,1,split_1:n,'n','usic'
w a,st,1,replace_3:2,'w a','st'
m,uu,1,split_1:n,'m','uu'
v,wn,1,split_1:n,'v','wn'
,asier,1,insert_0:n,'','asier'
e,"at""",1,split_1:n,'e',"'at""'"
,vo,1,insert_0:n,'','vo'
Mr,An,1,replace_2:2,'Mr','An'
lari,w,1,merge_n:1,'lari','w'
P,fl,1,split_1:n,'P','fl'
he,s,1,merge_n:1,'he','s'
ma,n,1,merge_n:1,'ma','n'
i,ugges,1,split_1:n,'i','ugges'
oppo,,1,delete_n:0,'oppo',''
er,u,1,merge_n:1,'er','u'
pp,ff,1,replace_2:2,'pp','ff'
a,re ,1,split_1:n,'a','re '
e ,ing,1,replace_2:3,'e ','ing'
ari,eu,1,replace_3:2,'ari','eu'
wa,come,1,replace_2:4,'wa','come'
tim,Hugh,1,replace_3:4,'tim','Hugh'
sh,d,1,merge_n:1,'sh','d'
ov,au,1,replace_2:2,'ov','au'
el,m,1,merge_n:1,'el','m'
gh,t,1,merge_n:1,'gh','t'
m,Wh,1,split_1:n,'m','Wh'
h,beg,1,split_1:n,'h','beg'
in,rk,1,replace_2:2,'in','rk'
 them .,,1,delete_n:0,' them .',''
,s o,1,insert_0:n,'','s o'
#,be,1,split_1:n,'#','be'
w,scrupl,1,split_1:n,'w','scrupl'
apon,,1,delete_n:0,'apon',''
si,S,1,merge_n:1,'si','S'
e,art,1,split_1:n,'e','art'
W,lat,1,split_1:n,'W','lat'
,r Mue,1,insert_0:n,'','r Mue'
IENNA ,ienna,1,replace_6:5,'IENNA ','ienna'
b,the,1,split_1:n,'b','the'
M,ulle,1,split_1:n,'M','ulle'
,ze,1,insert_0:n,'','ze'
ou,ese,1,replace_2:3,'ou','ese'
a,serving,1,split_1:n,'a','serving'
serving ,,1,delete_n:0,'serving ',''
, understood,1,insert_0:n,'',' understood'
understood . ,,1,delete_n:0,'understood . ',''
, would be taken home.,1,insert_0:n,'',' would be taken home.'
, Government,1,insert_0:n,'',' Government'
Government ,,1,delete_n:0,'Government ',''
M,HK,1,split_1:n,'M','HK'
e,us,1,split_1:n,'e','us'
lti,ch,1,replace_3:2,'lti','ch'
ul,an,1,replace_2:2,'ul','an'
d,ause,1,split_1:n,'d','ause'
al,ine,1,replace_2:3,'al','ine'
it,lk,1,replace_2:2,'it','lk'
,ern,1,insert_0:n,'','ern'
as,er,1,replace_2:2,'as','er'
#,out,1,split_1:n,'#','out'
ut,ff,1,replace_2:2,'ut','ff'
sw,Sec,1,replace_2:3,'sw','Sec'
fir,th,1,replace_3:2,'fir','th'
,ess,1,insert_0:n,'','ess'
ou,,1,delete_n:0,'ou',''
emov,,1,delete_n:0,'emov',''
,censu,1,insert_0:n,'','censu'
ty,king,1,replace_2:4,'ty','king'
ul,vere,1,replace_2:4,'ul','vere'
n,r ,1,split_1:n,'n','r '
l,ct,1,split_1:n,'l','ct'
hr,ll,1,replace_2:2,'hr','ll'
the,Huo,1,replace_3:3,'the','Huo'
 not on,ual,1,replace_7:3,' not on','ual'
,f ac,1,insert_0:n,'','f ac'
on,au,1,replace_2:2,'on','au'
rmame,tio,1,replace_5:3,'rmame','tio'
,crimin,1,insert_0:n,'','crimin'
un,mil,1,replace_2:3,'un','mil'
tion,ff,1,replace_4:2,'tion','ff'
#,is,1,split_1:n,'#','is'
t,re,1,split_1:n,'t','re'
a,Fi,1,split_1:n,'a','Fi'
ven,itia,1,replace_3:4,'ven','itia'
,mea,1,insert_0:n,'','mea'
ould,asn't,1,replace_4:5,'ould',"""asn't"""
,rra,1,insert_0:n,'','rra'
,on-,1,insert_0:n,'','on-'
s,we,1,split_1:n,'s','we'
,ghe,1,insert_0:n,'','ghe'
ers,,1,delete_n:0,'ers',''
that,policy,1,replace_4:6,'that','policy'
id,s,1,merge_n:1,'id','s'
wh,r,1,merge_n:1,'wh','r'
cz,g,1,merge_n:1,'cz','g'
w,situ,1,split_1:n,'w','situ'
wh,ar,1,replace_2:2,'wh','ar'
te,d,1,merge_n:1,'te','d'
,und,1,insert_0:n,'','und'
m, South,1,split_1:n,'m',' South'
,lw,1,insert_0:n,'','lw'
ver ,s,1,merge_n:1,'ver ','s'
la,di,1,replace_2:2,'la','di'
,her,1,insert_0:n,'','her'
tr,di,1,replace_2:2,'tr','di'
t,lin,1,split_1:n,'t','lin'
tol,face,1,replace_3:4,'tol','face'
cut,ss,1,replace_3:2,'cut','ss'
disb,Auckl,1,replace_4:5,'disb','Auckl'
s :,r.,1,replace_3:2,'s :','r.'
on,ch,1,replace_2:2,'on','ch'
i,"""I",1,split_1:n,'i',"'""I'"
#,the,1,split_1:n,'#','the'
,ta,1,insert_0:n,'','ta'
outs,earl,1,replace_4:4,'outs','earl'
,A,1,insert_0:n,'','A'
,hurried ,1,insert_0:n,'','hurried '
gh,e,1,merge_n:1,'gh','e'
n,qu,1,split_1:n,'n','qu'
razed,it,1,replace_5:2,'razed','it'
h,ret,1,split_1:n,'h','ret'
#,Krut,1,split_1:n,'#','Krut'
,ie,1,insert_0:n,'','ie'
,volutiona,1,insert_0:n,'','volutiona'
,ing r,1,insert_0:n,'','ing r'
g #,d,1,merge_n:1,'g #','d'
-wi, a,1,replace_3:2,'-wi',' a'
a,orr,1,split_1:n,'a','orr'
#,and,1,split_1:n,'#','and'
s ,caulay,1,replace_2:6,'s ','caulay'
Thom,M,1,merge_n:1,'Thom','M'
littl,wher,1,replace_5:4,'littl','wher'
ti, h,1,replace_2:2,'ti',' h'
such,mere,1,replace_4:4,'such','mere'
zzl,gg,1,replace_3:2,'zzl','gg'
man,y,1,merge_n:1,'man','y'
wh,clung t,1,replace_2:7,'wh','clung t'
st,e,1,merge_n:1,'st','e'
mil,author,1,replace_3:6,'mil','author'
g,ff,1,split_1:n,'g','ff'
RUSCHEV,reschev,1,replace_7:7,'RUSCHEV','reschev'
than,Over,1,replace_4:4,'than','Over'
mo,seve,1,replace_2:4,'mo','seve'
with,call,1,replace_4:4,'with','call'
 ,es,1,split_1:n,' ','es'
,0,1,insert_0:n,'','0'
i,ur,1,split_1:n,'i','ur'
 .,e,1,merge_n:1,' .','e'
b,ke,1,split_1:n,'b','ke'
#,poep,1,split_1:n,'#','poep'
m,"""r",1,split_1:n,'m',"'""r'"
M,Illin,1,split_1:n,'M','Illin'
cow,,1,delete_n:0,'cow',''
hi,Her,1,replace_2:3,'hi','Her'
to ,"bs""",1,replace_3:3,'to ',"'bs""'"
,shal ,1,insert_0:n,'','shal '
m,ri,1,split_1:n,'m','ri'
o,re,1,split_1:n,'o','re'
it,s,1,merge_n:1,'it','s'
said . H,th,1,replace_8:2,'said . H','th'
w,ndor,1,split_1:n,'w','ndor'
th,Ku,1,replace_2:2,'th','Ku'
Ma,no,1,replace_2:2,'Ma','no'
ai,e,1,merge_n:1,'ai','e'
i,te,1,split_1:n,'i','te'
rk,lanc,1,replace_2:4,'rk','lanc'
,try,1,insert_0:n,'','try'
 ,ice,1,split_1:n,' ','ice'
i,ou,1,split_1:n,'i','ou'
ob,ath,1,replace_2:3,'ob','ath'
,gossip that,1,insert_0:n,'','gossip that'
etter,lo,1,replace_5:2,'etter','lo'
,"""He",1,insert_0:n,'',"'""He'"
,With ,1,insert_0:n,'','With '
,tee of,1,insert_0:n,'','tee of'
sh,nk,1,replace_2:2,'sh','nk'
oberts,alld,1,replace_6:4,'oberts','alld'
, Virginia,1,insert_0:n,'',' Virginia'
Virginia - ,,1,delete_n:0,'Virginia - ',''
,d Law,1,insert_0:n,'','d Law'
to,,1,delete_n:0,'to',''
ed,,1,delete_n:0,'ed',''
, we,1,insert_0:n,'',' we'
resume ,,1,delete_n:0,'resume ',''
 ;,ed,1,replace_2:2,' ;','ed'
stro,cha,1,replace_4:3,'stro','cha'
his ,,1,delete_n:0,'his ',''
ll,th,1,replace_2:2,'ll','th'
, L,1,insert_0:n,'',' L'
,P,1,insert_0:n,'','P'
st,k,1,merge_n:1,'st','k'
k,le,1,split_1:n,'k','le'
in,at,1,replace_2:2,'in','at'
ra,judi,1,replace_2:4,'ra','judi'
a,ro,1,split_1:n,'a','ro'
r.,s,1,merge_n:1,'r.','s'
wa,kno,1,replace_2:3,'wa','kno'
,O,1,insert_0:n,'','O'
l,ted,1,split_1:n,'l','ted'
",",M.V.,1,split_1:n,"','",'M.V.'
l,fred,1,split_1:n,'l','fred'
ful, that,1,replace_3:5,'ful',' that'
wer,t,1,merge_n:1,'wer','t'
n,ugu,1,split_1:n,'n','ugu'
Ame,Hunga,1,replace_3:5,'Ame','Hunga'
h,un,1,split_1:n,'h','un'
im,,1,delete_n:0,'im',''
And,"""To",1,replace_3:3,'And',"'""To'"
id,l,1,merge_n:1,'id','l'
,oci,1,insert_0:n,'','oci'
10, ,1,merge_n:1,'10',' '
""" m",we,1,replace_3:2,"'"" m'",'we'
th,Ple,1,replace_2:3,'th','Ple'
ed,ish,1,replace_2:3,'ed','ish'
Un,Br,1,replace_2:2,'Un','Br'
vel,ight,1,replace_3:4,'vel','ight'
so,ha,1,replace_2:2,'so','ha'
,"""re",1,insert_0:n,'',"'""re'"
vi,,1,delete_n:0,'vi',''
,Un,1,insert_0:n,'','Un'
M,Ker,1,split_1:n,'M','Ker'
so, Ke,1,replace_2:3,'so',' Ke'
,nedy,1,insert_0:n,'','nedy'
, reported,1,insert_0:n,'',' reported'
th,issu,1,replace_2:4,'th','issu'
,hr,1,insert_0:n,'','hr'
t,"""Th",1,split_1:n,'t',"'""Th'"
en,Thr,1,replace_2:3,'en','Thr'
,ow,1,insert_0:n,'','ow'
vel,r,1,merge_n:1,'vel','r'
""" a",m,1,merge_n:1,"'"" a'",'m'
rl,ng,1,replace_2:2,'rl','ng'
Am,hu,1,replace_2:2,'Am','hu'
t ,h,1,merge_n:1,'t ','h'
nd,sk,1,replace_2:2,'nd','sk'
dem,,1,delete_n:0,'dem',''
,ounc,1,insert_0:n,'','ounc'
ub,wst,1,replace_2:3,'ub','wst'
bb,dd,1,replace_2:2,'bb','dd'
tu,ha,1,replace_2:2,'tu','ha'
"""",in,1,split_1:n,"'""'",'in'
t,"""N",1,split_1:n,'t',"'""N'"
ub,il,1,replace_2:2,'ub','il'
1 ,A,1,merge_n:1,'1 ','A'
U,ll ,1,split_1:n,'U','ll '
 some,,1,delete_n:0,' some',''
orn,um,1,replace_3:2,'orn','um'
sho,gr,1,replace_3:2,'sho','gr'
 on,,1,delete_n:0,' on',''
MR. ,,1,delete_n:0,'MR. ',''
st,r,1,merge_n:1,'st','r'
in,Hall,1,replace_2:4,'in','Hall'
, evening,1,insert_0:n,'',' evening'
wo,ca,1,replace_2:2,'wo','ca'
, see,1,insert_0:n,'',' see'
to t,T,1,merge_n:1,'to t','T'
,s being,1,insert_0:n,'','s being'
,G,1,insert_0:n,'','G'
 friends ,,1,delete_n:0,' friends ',''
, Ted,1,insert_0:n,'',' Ted'
ham,tound,1,replace_3:5,'ham','tound'
Gav,go,1,replace_3:2,'Gav','go'
h,o H,1,split_1:n,'h','o H'
ra,,1,delete_n:0,'ra',''
fak,to b,1,replace_3:4,'fak','to b'
th,Ne,1,replace_2:2,'th','Ne'
.,the,1,split_1:n,'.','the'
en,d,1,merge_n:1,'en','d'
b,fail,1,split_1:n,'b','fail'
t,llec,1,split_1:n,'t','llec'
, in the Commons,1,insert_0:n,'',' in the Commons'
t,Be,1,split_1:n,'t','Be'
, have,1,insert_0:n,'',' have'
, Mr.,1,insert_0:n,'',' Mr.'
," lancastes""",1,insert_0:n,'',"' lancastes""'"
Lancaster ,"""",1,merge_n:1,'Lancaster ',"'""'"
ch,g,1,merge_n:1,'ch','g'
,"""t",1,insert_0:n,'',"'""t'"
 :,.,1,merge_n:1,' :','.'
rt,ul,1,replace_2:2,'rt','ul'
Un,Lim,1,replace_2:3,'Un','Lim'
,another,1,insert_0:n,'','another'
she ,,1,delete_n:0,'she ',''
M,17,1,split_1:n,'M','17'
and,Cruel,1,replace_3:5,'and','Cruel'
-,mo,1,split_1:n,'-','mo'
wi,We',1,replace_2:3,'wi',"""We'"""
0m,OM,1,replace_2:2,'0m','OM'
Lab,Col,1,replace_3:3,'Lab','Col'
k,ler,1,split_1:n,'k','ler'
Afr,th,1,replace_3:2,'Afr','th'
can,eves,1,replace_3:4,'can','eves'
bour,lace,1,replace_4:4,'bour','lace'
#,Peers,1,split_1:n,'#','Peers'
United ,,1,delete_n:0,'United ',''
on ,cu,1,replace_3:2,'on ','cu'
ks,ler,1,replace_2:3,'ks','ler'
, d,1,insert_0:n,'',' d'
a,pt,1,split_1:n,'a','pt'
K,le,1,split_1:n,'K','le'
st,ch,1,replace_2:2,'st','ch'
th,Mu,1,replace_2:2,'th','Mu'
e,ch,1,split_1:n,'e','ch'
tro,h,1,merge_n:1,'tro','h'
th,m,1,merge_n:1,'th','m'
tur, im,1,replace_3:3,'tur',' im'
, discussed,1,insert_0:n,'',' discussed'
", at",of,1,replace_4:2,"', at'",'of'
O,Ca,1,split_1:n,'O','Ca'
Mr,U,1,merge_n:1,'Mr','U'
rn,m,1,merge_n:1,'rn','m'
as,oo,1,replace_2:2,'as','oo'
," he""",1,insert_0:n,'',"' he""'"
Mr,Hs,1,replace_2:2,'Mr','Hs'
w,ng,1,split_1:n,'w','ng'
ca,eo,1,replace_2:2,'ca','eo'
r,nc,1,split_1:n,'r','nc'
Tak,K,1,merge_n:1,'Tak','K'
in,Te,1,replace_2:2,'in','Te'
a ,e,1,merge_n:1,'a ','e'
 ,re,1,split_1:n,' ','re'
aw,ev,1,replace_2:2,'aw','ev'
d,ol,1,split_1:n,'d','ol'
,rn,1,insert_0:n,'','rn'
aus,onc,1,replace_3:3,'aus','onc'
,"ty""",1,insert_0:n,'',"'ty""'"
to ,"""",1,merge_n:1,'to ',"'""'"
",",week,1,split_1:n,"','",'week'
week . ,,1,delete_n:0,'week . ',''
",",man,1,split_1:n,"','",'man'
 are,,1,delete_n:0,' are',''
on,r,1,merge_n:1,'on','r'
h,eiv,1,split_1:n,'h','eiv'
ed,y,1,merge_n:1,'ed','y'
,versi,1,insert_0:n,'','versi'
e,uf,1,split_1:n,'e','uf'
Le,hlp,1,replace_2:3,'Le','hlp'
L,le,1,split_1:n,'L','le'
ct,x,1,merge_n:1,'ct','x'
n,ur,1,split_1:n,'n','ur'
nd,rt,1,replace_2:2,'nd','rt'
riv,ous,1,replace_3:3,'riv','ous'
u,we,1,split_1:n,'u','we'
it,all,1,replace_2:3,'it','all'
ce,om,1,replace_2:2,'ce','om'
ri,h,1,merge_n:1,'ri','h'
a,"e""",1,split_1:n,'a',"'e""'"
, that a,1,insert_0:n,'',' that a'
da,ole,1,replace_2:3,'da','ole'
",",Iain,1,split_1:n,"','",'Iain'
na,me,1,replace_2:2,'na','me'
ac,ee,1,replace_2:2,'ac','ee'
an,ou,1,replace_2:2,'an','ou'
u,ri,1,split_1:n,'u','ri'
wi,mar,1,replace_2:3,'wi','mar'
OYAL,oyal,1,replace_4:4,'OYAL','oyal'
ha,doe,1,replace_2:3,'ha','doe'
Sir,du,1,replace_3:2,'Sir','du'
nd,mel,1,replace_2:3,'nd','mel'
ne,Rus,1,replace_2:3,'ne','Rus'
In,Tra,1,replace_2:3,'In','Tra'
o-,e,1,merge_n:1,'o-','e'
ide,pl,1,replace_3:2,'ide','pl'
,el,1,insert_0:n,'','el'
W,a liv,1,split_1:n,'W','a liv'
went,much,1,replace_4:4,'went','much'
"it ,",If,1,replace_4:2,"'it ,'",'If'
went,could,1,replace_4:5,'went','could'
 - ,,1,delete_n:0,' - ',''
m,wa,1,split_1:n,'m','wa'
68 ,b&,1,replace_3:2,'68 ','b&'
s ,,1,delete_n:0,'s ',''
,blo,1,insert_0:n,'','blo'
,cuckold ,1,insert_0:n,'','cuckold '
, Censure,1,insert_0:n,'',' Censure'
d,ar,1,split_1:n,'d','ar'
on ,"""",1,merge_n:1,'on ',"'""'"
n,uxiliarie,1,split_1:n,'n','uxiliarie'
rs .,d,1,merge_n:1,'rs .','d'
,and,1,insert_0:n,'','and'
,care,1,insert_0:n,'','care'
, charges.,1,insert_0:n,'',' charges.'
te,ch,1,replace_2:2,'te','ch'
s ,r,1,merge_n:1,'s ','r'
,ger,1,insert_0:n,'','ger'
ma,,1,delete_n:0,'ma',''
ing,e,1,merge_n:1,'ing','e'
ated,,1,delete_n:0,'ated',''
,atched ,1,insert_0:n,'','atched '
,n't ,1,insert_0:n,'',"""n't """
An,Ha,1,replace_2:2,'An','Ha'
 is the,,1,delete_n:0,' is the',''
,currency in K,1,insert_0:n,'','currency in K'
It,U,1,merge_n:1,'It','U'
#,health,1,split_1:n,'#','health'
wh,Cul,1,replace_2:3,'wh','Cul'
ew,irst,1,replace_2:4,'ew','irst'
Com-,Ghana,1,replace_4:5,'Com-','Ghana'
Ghana ,,1,delete_n:0,'Ghana ',''
s,an,1,split_1:n,'s','an'
see,with a ,1,replace_3:7,'see','with a '
, Other,1,insert_0:n,'',' Other'
Other ,,1,delete_n:0,'Other ',''
w,en,1,split_1:n,'w','en'
Mr,Dean,1,replace_2:4,'Mr','Dean'
in,M,1,merge_n:1,'in','M'
re,,1,delete_n:0,'re',''
 Governments,,1,delete_n:0,' Governments',''
ro,em,1,replace_2:2,'ro','em'
,crea,1,insert_0:n,'','crea'
tha,firs,1,replace_3:4,'tha','firs'
no,ua,1,replace_2:2,'no','ua'
oi,erce,1,replace_2:4,'oi','erce'
th,lu,1,replace_2:2,'th','lu'
,om,1,insert_0:n,'','om'
rt,ch,1,replace_2:2,'rt','ch'
.,her,1,split_1:n,'.','her'
He dem,,1,delete_n:0,'He dem',''
d,owl,1,split_1:n,'d','owl'
t,uld,1,split_1:n,'t','uld'
 L,l,1,merge_n:1,' L','l'
n .,r,1,merge_n:1,'n .','r'
t,'d,1,split_1:n,'t',"""'d"""
v,co,1,split_1:n,'v','co'
dus, a wor,1,replace_3:6,'dus',' a wor'
me,i,1,merge_n:1,'me','i'
ts .,d,1,merge_n:1,'ts .','d'
ann,,1,delete_n:0,'ann',''
y ,ie,1,replace_2:2,'y ','ie'
Fi,T,1,merge_n:1,'Fi','T'
or,al,1,replace_2:2,'or','al'
cer,at,1,replace_3:2,'cer','at'
d, cq,1,split_1:n,'d',' cq'
h,ludes,1,split_1:n,'h','ludes'
 wh,,1,delete_n:0,' wh',''
,try ,1,insert_0:n,'','try '
nd,way,1,replace_2:3,'nd','way'
in,ac,1,replace_2:2,'in','ac'
m,unl,1,split_1:n,'m','unl'
per,sk,1,replace_3:2,'per','sk'
ir,a,1,merge_n:1,'ir','a'
wor,ma,1,replace_3:2,'wor','ma'
il,k,1,merge_n:1,'il','k'
en,lu,1,replace_2:2,'en','lu'
it,ek,1,replace_2:2,'it','ek'
ura,iden,1,replace_3:4,'ura','iden'
ick,d,1,merge_n:1,'ick','d'
m,wo,1,split_1:n,'m','wo'
,Hur,1,insert_0:n,'','Hur'
to,pencil.,1,replace_2:7,'to','pencil.'
,s.,1,insert_0:n,'','s.'
, specified,1,insert_0:n,'',' specified'
specified ,,1,delete_n:0,'specified ',''
, accurate,1,insert_0:n,'',' accurate'
accurate . ,,1,delete_n:0,'accurate . ',''
r,nn,1,split_1:n,'r','nn'
mp,ng,1,replace_2:2,'mp','ng'
ne,chu,1,replace_2:3,'ne','chu'
an,ook,1,replace_2:3,'an','ook'
am,qu,1,replace_2:2,'am','qu'
n,us,1,split_1:n,'n','us'
d,et,1,split_1:n,'d','et'
. P,p,1,merge_n:1,'. P','p'
k,da,1,split_1:n,'k','da'
ch,dr,1,replace_2:2,'ch','dr'
wo,urn,1,replace_2:3,'wo','urn'
,led,1,insert_0:n,'','led'
on,um,1,replace_2:2,'on','um'
 by 1 in.,,1,delete_n:0,' by 1 in.',''
,dl,1,insert_0:n,'','dl'
fr,h,1,merge_n:1,'fr','h'
u,ho,1,split_1:n,'u','ho'
ch,Qu,1,replace_2:2,'ch','Qu'
ap,erful,1,replace_2:5,'ap','erful'
a,op,1,split_1:n,'a','op'
mou,wa,1,replace_3:2,'mou','wa'
,uard,1,insert_0:n,'','uard'
neral,d,1,merge_n:1,'neral','d'
ut,y,1,merge_n:1,'ut','y'
i,la,1,split_1:n,'i','la'
,d u,1,insert_0:n,'','d u'
an,use,1,replace_2:3,'an','use'
, 1,1,insert_0:n,'',' 1'
n,ad,1,split_1:n,'n','ad'
fir,be,1,replace_3:2,'fir','be'
a,xu,1,split_1:n,'a','xu'
mark,wheeling,1,replace_4:8,'mark','wheeling'
by,dg,1,replace_2:2,'by','dg'
4,if,1,split_1:n,'4','if'
,in ,1,insert_0:n,'','in '
r ,z,1,merge_n:1,'r ','z'
a,our,1,split_1:n,'a','our'
, and,1,insert_0:n,'',' and'
a,be,1,split_1:n,'a','be'
10,No,1,replace_2:2,'10','No'
l,ased,1,split_1:n,'l','ased'
u,ic,1,split_1:n,'u','ic'
n,ish,1,split_1:n,'n','ish'
you,stage,1,replace_3:5,'you','stage'
Av,M,1,merge_n:1,'Av','M'
I 'm,live,1,replace_4:4,"""I 'm""",'live'
ite,k,1,merge_n:1,'ite','k'
ren,lu,1,replace_3:2,'ren','lu'
,"a cut above Evelyn Waugh socially,",1,insert_0:n,'',"'a cut above Evelyn Waugh socially,'"
w,ast,1,split_1:n,'w','ast'
ist,d,1,merge_n:1,'ist','d'
,Go,1,insert_0:n,'','Go'
vi,l,1,merge_n:1,'vi','l'
an,llor,1,replace_2:4,'an','llor'
W,wh,1,split_1:n,'W','wh'
am,ortun,1,replace_2:5,'am','ortun'
- a,es,1,replace_3:2,'- a','es'
:,"compositions,",1,split_1:n,':',"'compositions,'"
,:,1,insert_0:n,'',':'
"compositions , ",,1,delete_n:0,"'compositions , '",''
nk,rt,1,replace_2:2,'nk','rt'
a,oci,1,split_1:n,'a','oci'
l,nt,1,split_1:n,'l','nt'
,ase,1,insert_0:n,'','ase'
... peo,,1,delete_n:0,'... peo',''
,got to ,1,insert_0:n,'','got to '
 got to,,1,delete_n:0,' got to',''
,ngi,1,insert_0:n,'','ngi'
