idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
4026,train,thread . Catch long end of thread ( Fig. 2 ) .,CORRECT,CORRECT,False,,
4027,train,"the end of the hook , but not too tight",CORRECT,CORRECT,False,,
4028,train,across palm and behind forefinger ( Fig. 4 ) .,CORRECT,CORRECT,False,,
4029,train,"( Fig. 3 ) . Loop thread round little finger ,","INCORRECT: Loop→loops | CORRECTED: ( Fig. 3 ) . loops thread round little finger ,",INCORRECT,True,Loop→loops,"( Fig. 3 ) . loops thread round little finger ,"
4030,train,from thread . Pull short end and ball thread,INCORRECT: thread→Hurthead | CORRECTED: from Hurthead. Pull short end and ball thread,INCORRECT,True,thread→Hurthead,from Hurthead. Pull short end and ball thread
4031,train,in opposite directions to bring loop close around,CORRECT,CORRECT,False,,
4032,train,2 . Insert hook through loop and under long,INCORRECT: long→length | CORRECTED: 2. Insert hook through loop and under length,INCORRECT,True,long→length,2. Insert hook through loop and under length
4033,train,Draw loop through . 3 . Do not remove hook,CORRECT,CORRECT,False,,
4034,train,"worked in the solid , and this certainly","INCORRECT: worked→worthed | CORRECTED: worthed in the solid, and this certainly",INCORRECT,True,worked→worthed,"worthed in the solid, and this certainly"
4035,train,"legs , and in reproduction period pieces they","INCORRECT: legs→flegs | CORRECTED: flegs, and in reproduction period pieces they",INCORRECT,True,legs→flegs,"flegs, and in reproduction period pieces they"
4036,train,"extremely easy to work , the four sides being",CORRECT,CORRECT,False,,
4037,train,A great deal of modern furniture has tapered,INCORRECT: modern→wooden | CORRECTED: A great deal of wooden furniture has tapered,INCORRECT,True,modern→wooden,A great deal of wooden furniture has tapered
4038,train,"the more elaborate varieties , however , a toe is","INCORRECT: toe→the | CORRECTED: the more elaborate varieties, however, a the is",INCORRECT,True,toe→the,"the more elaborate varieties, however, a the is"
4039,train,complicates the operation .,INCORRECT: the→Hue | CORRECTED: complicates Hue operation.,INCORRECT,True,the→Hue,complicates Hue operation.
4040,train,are frequently used . The simpler varieties are,CORRECT,CORRECT,False,,
4041,train,simply planed to give the required taper . In,INCORRECT: planed→planned | CORRECTED: simply planned to give the required taper. In,INCORRECT,True,planed→planned,simply planned to give the required taper. In
4042,train,For short ones a smoothing plane can be used .,CORRECT,CORRECT,False,,
4043,train,The gauge can now be used to nick in the tapers,INCORRECT: nick→wind | CORRECTED: The gauge can now be used to wind in the tapers,INCORRECT,True,nick→wind,The gauge can now be used to wind in the tapers
4044,train,as before . It is unnecessary to mark the taper with,INCORRECT: mark→warn | CORRECTED: as before . It is unnecessary to warn the taper with,INCORRECT,True,mark→warn,as before . It is unnecessary to warn the taper with
4045,train,"on the newly planed surfaces , and these treated",CORRECT,CORRECT,False,,
4046,train,of the plane sole to make the tapered surfaces,CORRECT,CORRECT,False,,
4047,train,the straight-edge as one relies upon the truth,CORRECT,CORRECT,False,,
4048,train,straight .,CORRECT,CORRECT,False,,
4049,train,accurate . The straight-edge can be used,INCORRECT: accurate→accident | CORRECTED: accident . The straight-edge can be used,INCORRECT,True,accurate→accident,accident . The straight-edge can be used
4050,train,end reveals when the required amount,CORRECT,CORRECT,False,,
4051,train,"has been removed , and if care is taken",CORRECT,CORRECT,False,,
4052,train,to test the straightness of the sides .,INCORRECT: straightness→shraightness | CORRECTED: to test the shraightness of the sides.,INCORRECT,True,straightness→shraightness,to test the shraightness of the sides.
4053,train,to stop the plane short of the squared,"INCORRECT: stop→shop, plane→plause | CORRECTED: to shop the plause short of the squared",INCORRECT,True,"stop→shop, plane→plause",to shop the plause short of the squared
4054,train,A glance at the gauge marks at the bottom,"INCORRECT: at→ad, at→ad | CORRECTED: A glance ad the gauge marks ad the bottom",INCORRECT,True,"at→ad, at→ad",A glance ad the gauge marks ad the bottom
4055,train,"pencil line at the top , the work will be","INCORRECT: pencil→pluck, at→ad, work→make | CORRECTED: pluck line ad the top, the make will be",INCORRECT,True,"pencil→pluck, at→ad, work→make","pluck line ad the top, the make will be"
4056,train,the outer surfaces being vertical as,CORRECT,CORRECT,False,,
4057,train,begun . Some plain tapered legs have,CORRECT,CORRECT,False,,
4058,train,complete any mortising that may be,CORRECT,CORRECT,False,,
4059,train,"at ( B ) , Fig. 1 . To make a leg such as",CORRECT,CORRECT,False,,
4060,train,"marked out as at ( A ) , Fig. 3 .","INCORRECT: out→oud, at→ad | CORRECTED: marked oud as ad (A), Fig. 3.",INCORRECT,True,"out→oud, at→ad","marked oud as ad (A), Fig. 3."
4061,train,"the taper on the two inner faces only ,",CORRECT,CORRECT,False,,
4062,train,"that at ( D ) , Fig. 1 , the square is first","INCORRECT: first→fast | CORRECTED: that at (D), Fig. 1, the square is fast",INCORRECT,True,first→fast,"that at (D), Fig. 1, the square is fast"
4063,train,needed at the top before the tapering is,INCORRECT: at→and | CORRECTED: needed and the top before the tapering is,INCORRECT,True,at→and,needed and the top before the tapering is
4064,train,"Incidentally , it is better to",CORRECT,CORRECT,False,,
4065,train,"exactly down to the taper line ,","INCORRECT: taper→tapers | CORRECTED: exactly down to the tapers line,",INCORRECT,True,taper→tapers,"exactly down to the tapers line,"
4066,train,"tent of the taper , and in","INCORRECT: taper→papers, in→it | CORRECTED: tent of the papers, and it",INCORRECT,True,"taper→papers, in→it","tent of the papers, and it"
4067,train,Note that squared lines marking,CORRECT,CORRECT,False,,
4068,train,needed as well as the upper ex-,INCORRECT: needed→selected | CORRECTED: selected as well as the upper ex-,INCORRECT,True,needed→selected,selected as well as the upper ex-
4069,train,the top member of the toe are,"INCORRECT: member→members, are→area | CORRECTED: the top members of the toe area",INCORRECT,True,"member→members, are→area",the top members of the toe area
4070,train,this case it is necessary to,CORRECT,CORRECT,False,,
4071,train,no farther .,CORRECT,CORRECT,False,,
4072,train,mark in the line of the taper,"INCORRECT: mark→work, taper→task | CORRECTED: work in the line of the task",INCORRECT,True,"mark→work, taper→task",work in the line of the task
4073,train,with pencil and straight-edge,INCORRECT: with→width | CORRECTED: width pencil and straight-edge,INCORRECT,True,with→width,width pencil and straight-edge
4074,train,"as at ( B ) , Fig. 3 . A saw cut is",CORRECT,CORRECT,False,,
4075,train,made at the upper toe line,"INCORRECT: made→unlace, line→unlace | CORRECTED: unlace at the upper toe unlace",INCORRECT,True,"made→unlace, line→unlace",unlace at the upper toe unlace
4076,train,quickly ; it is less expensive than most,CORRECT,CORRECT,False,,
4077,train,"But why woodwork in particular ? Well , there","INCORRECT: there→these | CORRECTED: But why woodwork in particular? Well, these",INCORRECT,True,there→these,"But why woodwork in particular? Well, these"
4078,train,"create a certain amount of mess , it is","INCORRECT: it→if | CORRECTED: create a certain amount of mess , if is",INCORRECT,True,it→if,"create a certain amount of mess , if is"
4079,train,it enables results to be obtained fairly,CORRECT,CORRECT,False,,
4080,train,innumerable useful household items -,CORRECT,CORRECT,False,,
4081,train,other materials ; it is a pleasant material,INCORRECT: material→materials | CORRECTED: other materials ; it is a pleasant materials,INCORRECT,True,material→materials,other materials ; it is a pleasant materials
4082,train,are many reasons . Wood is in good and,INCORRECT: and→away | CORRECTED: are many reasons. Wood is in good away,INCORRECT,True,and→away,are many reasons. Wood is in good away
4083,train,"furniture , fitments , garden items , toys , etc. ;",CORRECT,CORRECT,False,,
4084,train,all clean and easily cleared away .,CORRECT,CORRECT,False,,
4085,train,common supply ; it lends itself to making,CORRECT,CORRECT,False,,
4086,train,"to work with ; and , although it does",CORRECT,CORRECT,False,,
4087,train,"are not only an economic necessity , but that a",CORRECT,CORRECT,False,,
4088,train,This last point is certainly important because almost,CORRECT,CORRECT,False,,
4089,train,ripping out parts from hardwood . Most men,INCORRECT: parts→perks | CORRECTED: ripping out perks from hardwood . Most men,INCORRECT,True,parts→perks,ripping out perks from hardwood . Most men
4090,train,would unhesitatingly use a machine if it,CORRECT,CORRECT,False,,
4091,train,were available .,CORRECT,CORRECT,False,,
4092,train,everyone has come to recognise that machines,"INCORRECT: missing ""try"" between ""to"" and ""recognise"", recognise→recognize | CORRECTED: everyone has come to try recognize that machines",INCORRECT,True,"missing ""try"" between ""to"" and ""recognise"", recognise→recognize",everyone has come to try recognize that machines
4093,train,"example , surely no one can pretend to enjoy",CORRECT,CORRECT,False,,
4094,train,great deal of drudgery can be avoided by the,INCORRECT: great→greater | CORRECTED: greater deal of drudgery can be avoided by the,INCORRECT,True,great→greater,greater deal of drudgery can be avoided by the
4095,train,installation of a power tool . As an elementary,INCORRECT: a→e | CORRECTED: installation of e power tool . As an elementary,INCORRECT,True,a→e,installation of e power tool . As an elementary
4096,train,any case may be regarded as a good beginning to,CORRECT,CORRECT,False,,
4097,train,"a man to make simple , straight-forward things , and in",CORRECT,CORRECT,False,,
4098,train,made enormously .,CORRECT,CORRECT,False,,
4099,train,nature of the work will probably dictate the additions,CORRECT,CORRECT,False,,
4100,train,which other tools can be added as the need arises . The,CORRECT,CORRECT,False,,
4101,train,most men have some of the tools already . It will enable,INCORRECT: most→mostly | CORRECTED: mostly men have some of the tools already. It will enable,INCORRECT,True,most→mostly,mostly men have some of the tools already. It will enable
4102,train,"Coming now to the actual tools and their cost , we begin",CORRECT,CORRECT,False,,
4103,train,"to be made , but as a guide we have given a fuller kit",CORRECT,CORRECT,False,,
4104,train,with what we have called a bare minimum kit . Probably,INCORRECT: kit→tit | CORRECTED: with what we have called a bare minimum tit. Probably,INCORRECT,True,kit→tit,with what we have called a bare minimum tit. Probably
4105,train,which increases the range of things that can be,CORRECT,CORRECT,False,,
4106,train,"the fuller kit ( which in its turn , of course ,","INCORRECT: which→includes | CORRECTED: the fuller kit (includes in its turn, of course,",INCORRECT,True,which→includes,"the fuller kit (includes in its turn, of course,"
4107,train,"with a good basic kit , which includes",CORRECT,CORRECT,False,,
4108,train,obvious .,CORRECT,CORRECT,False,,
4109,train,includes the bare minimum kit ) .,CORRECT,CORRECT,False,,
4110,train,"As a still further development , we follow",CORRECT,CORRECT,False,,
4111,train,certain special tools will become,CORRECT,CORRECT,False,,
4112,train,With this the vast majority of jobs,CORRECT,CORRECT,False,,
4113,train,"can be done , though for advanced","INCORRECT: advanced→advance cq | CORRECTED: Can be done, though for advance cq",INCORRECT,True,advanced→advance cq,"Can be done, though for advance cq"
4114,train,cabinet work the necessity for,CORRECT,CORRECT,False,,
4115,train,depend partly upon the space available,CORRECT,CORRECT,False,,
4116,train,machines . They never are cheap in the,CORRECT,CORRECT,False,,
4117,train,"is prepared to pay , and the type of",CORRECT,CORRECT,False,,
4118,train,"machines , the choice of which will",CORRECT,CORRECT,False,,
4119,train,"long run . They may be inaccurate ,",CORRECT,CORRECT,False,,
4120,train,"in the workshop , the amount one",CORRECT,CORRECT,False,,
4121,train,Do not buy so-called cheap tools or,CORRECT,CORRECT,False,,
4122,train,"Lastly , we suggest certain power tools and","INCORRECT: certain→attain | CORRECTED: Lastly, we suggest attain power tools and",INCORRECT,True,certain→attain,"Lastly, we suggest attain power tools and"
4123,train,"work a man normally does . First ,","INCORRECT: work→walk, First→Trust | CORRECTED: walk a man normally does. Trust,",INCORRECT,True,"work→walk, First→Trust","walk a man normally does. Trust,"
4124,train,"however , a word of advice generally .","INCORRECT: generally→guardedly | CORRECTED: however , a word of advice guardedly .",INCORRECT,True,generally→guardedly,"however , a word of advice guardedly ."
4125,train,not turn out quite right !,CORRECT,CORRECT,False,,
4126,train,"Most tools have to lead an intensive life , and faults",CORRECT,CORRECT,False,,
4127,train,better to pay the fair price for a tool of good,INCORRECT: good→goog | CORRECTED: better to pay the fair price for a tool of goog,INCORRECT,True,good→goog,better to pay the fair price for a tool of goog
4128,train,in design or quality soon become apparent . It is far,CORRECT,CORRECT,False,,
4129,train,yourself to blame the tools when the job does,CORRECT,CORRECT,False,,
4130,train,"quality , and not handicap yourself from the start .",CORRECT,CORRECT,False,,
4131,train,"To put it in a slightly different way , do not allow",CORRECT,CORRECT,False,,
4132,train,place for tools . The combined bench top and,CORRECT,CORRECT,False,,
4133,train,have to do their woodwork on the kitchen table .,CORRECT,CORRECT,False,,
4134,train,Many men with only limited accommodation,CORRECT,CORRECT,False,,
4135,train,"are those of the vice , the bench stop , and storage","INCORRECT: stop→drop | CORRECTED: are those of the vice, the bench drop, and storage",INCORRECT,True,stop→drop,"are those of the vice, the bench drop, and storage"
4136,train,"Providing this is sound , some perfectly good",CORRECT,CORRECT,False,,
4137,train,designed and made for WOODWORKER,CORRECT,CORRECT,False,,
4138,train,tool cupboard shown here has been specially,CORRECT,CORRECT,False,,
4139,train,readers who have this difficulty .,CORRECT,CORRECT,False,,
4140,train,"work can be done on it , but the usual problems","INCORRECT: but→bout | CORRECTED: work can be done on it, bout the usual problems",INCORRECT,True,but→bout,"work can be done on it, bout the usual problems"
4141,train,timber can be used but Parana pine is,"INCORRECT: but→by, pine→plane | CORRECTED: timber can be used by Parana plane is",INCORRECT,True,"but→by, pine→plane",timber can be used by Parana plane is
4142,train,capable of withstanding the heavy handling of the,CORRECT,CORRECT,False,,
4143,train,"commercial articles , this chair is solidly built and",CORRECT,CORRECT,False,,
4144,train,most destructive youngster . Almost any available,CORRECT,CORRECT,False,,
4145,train,taking a good finish .,INCORRECT: taking→talking | CORRECTED: talking a good finish .,INCORRECT,True,taking→talking,talking a good finish .
4146,train,family man or father-to-be . Unlike many,INCORRECT: man→and u | CORRECTED: family and u or father-to-be. Unlike many,INCORRECT,True,man→and u,family and u or father-to-be. Unlike many
4147,train,"recommended , being cheap , easy to work , and","INCORRECT: and→used | CORRECTED: recommended, being cheap, easy to work, used",INCORRECT,True,and→used,"recommended, being cheap, easy to work, used"
4148,train,HERE is a project that will be welcomed by the,CORRECT,CORRECT,False,,
4149,train,can be altered if required .,CORRECT,CORRECT,False,,
4150,train,"feeding tray to slide over a 30 in. table , but the height",CORRECT,CORRECT,False,,
4151,train,"a smoothing plane , otherwise the marks left by the cutters",CORRECT,CORRECT,False,,
4152,train,Start by making the two side frames from 1 in. by 1 1/4 in. planed,CORRECT,CORRECT,False,,
4153,train,will show up after painting . The dimensions given enable the,CORRECT,CORRECT,False,,
4154,train,"been machine planed , remember to go over each piece with",CORRECT,CORRECT,False,,
4155,train,timber as shown in Fig. 1 . Although the timber will have already,"INCORRECT: timber→tilluber, timber→tilluber | CORRECTED: tilluber as shown in Fig. 1. Although the tilluber will have already",INCORRECT,True,"timber→tilluber, timber→tilluber",tilluber as shown in Fig. 1. Although the tilluber will have already
4156,train,"All the joints are simple halving joints glued and pinned ,",CORRECT,CORRECT,False,,
4157,train,which should nevertheless be cut with care to ensure a neat,CORRECT,CORRECT,False,,
4158,train,appearance . The side frames are joined by four cross pieces,CORRECT,CORRECT,False,,
4159,train,cut to fit them .,CORRECT,CORRECT,False,,
4160,train,"each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses ( C ) ,","INCORRECT: 1/2 in→1 1/2 in | CORRECTED: each 1 1/4 in. by 1 1/2 in. by 14 in. which fit into the recesses (C),",INCORRECT,True,1/2 in→1 1/2 in,"each 1 1/4 in. by 1 1/2 in. by 14 in. which fit into the recesses (C),"
4161,train,the frame with panel pins to complete,CORRECT,CORRECT,False,,
4162,train,pinned into place . A similar piece of 1 in.,CORRECT,CORRECT,False,,
4163,train,by 1 1/4 in. by 14 in. timber is fixed across,INCORRECT: by→boy | CORRECTED: boy 1 1/4 in. by 14 in. timber is fixed across,INCORRECT,True,by→boy,boy 1 1/4 in. by 14 in. timber is fixed across
4164,train,Fig. 3 which also shows how a piece of,CORRECT,CORRECT,False,,
4165,train,See Fig. 2 . These are then glued and,CORRECT,CORRECT,False,,
4166,train,the end of the feeding tray as seen in,CORRECT,CORRECT,False,,
4167,train,hardboard is covered with plastic material,CORRECT,CORRECT,False,,
4168,train,the feeding tray .,CORRECT,CORRECT,False,,
4169,train,for easy cleaning and then fixed underneath,INCORRECT: underneath→underdeath | CORRECTED: for easy cleaning and then fixed underdeath,INCORRECT,True,underneath→underdeath,for easy cleaning and then fixed underdeath
4170,train,chair . The seat rests across the upper two,INCORRECT: upper→uppert | CORRECTED: chair. The seat rests across the uppert two,INCORRECT,True,upper→uppert,chair. The seat rests across the uppert two
4171,train,is made from 1 1/4 in. by 1/2 in. timber .,CORRECT,CORRECT,False,,
4172,train,Cut this piece of hardboard so that it,CORRECT,CORRECT,False,,
4173,train,cross pieces and is made of 1/2 in. plywood,INCORRECT: in→ins | CORRECTED: cross pieces and is made of 1/2 ins. plywood,INCORRECT,True,in→ins,cross pieces and is made of 1/2 ins. plywood
4174,train,"glued and panel pinned in position , measurements",CORRECT,CORRECT,False,,
4175,train,being taken directly from the work . Fig. 4,CORRECT,CORRECT,False,,
4176,train,shows the framework for the back which,CORRECT,CORRECT,False,,
4177,train,fits up against the front legs of the,CORRECT,CORRECT,False,,
4178,train,B temporarily in place on the chair,CORRECT,CORRECT,False,,
4179,train,Fix the piece A to the sides first,INCORRECT: sides→Side | CORRECTED: Fix the piece A to the Side first,INCORRECT,True,sides→Side,Fix the piece A to the Side first
4180,train,also the height is left to personal choice,CORRECT,CORRECT,False,,
4181,train,with glue and panel pins and then fit,"INCORRECT: pins→pin, then→thread, fit→Rith | CORRECTED: with glue and panel pin and thread Rith",INCORRECT,True,"pins→pin, then→thread, fit→Rith",with glue and panel pin and thread Rith
4182,train,and the width is best taken directly,INCORRECT: and→bend | CORRECTED: bend the width is best taken directly,INCORRECT,True,and→bend,bend the width is best taken directly
4183,train,from the work to ensure a good fit .,CORRECT,CORRECT,False,,
4184,train,the frame together with the piece,CORRECT,CORRECT,False,,
4185,train,frame .,INCORRECT: frame→frxume | CORRECTED: frxume.,INCORRECT,True,frame→frxume,frxume.
4186,train,The amount of the backward tilt and,CORRECT,CORRECT,False,,
4187,train,"Decide on the required angle of slope ,",CORRECT,CORRECT,False,,
4188,train,pieces . These can then be cut at the correct,CORRECT,CORRECT,False,,
4189,train,A piece of hardboard is then cut and pinned,CORRECT,CORRECT,False,,
4190,train,off the exact position of B on the side,CORRECT,CORRECT,False,,
4191,train,flush .,CORRECT,CORRECT,False,,
4192,train,angle and B is glued and nailed in place .,CORRECT,CORRECT,False,,
4193,train,"keeping B flat on the chair seat , and mark","INCORRECT: chair→chairs, mark→wheeling | CORRECTED: keeping B flat on the chairs seat, and wheeling",INCORRECT,True,"chair→chairs, mark→wheeling","keeping B flat on the chairs seat, and wheeling"
4194,train,to the frame and its edges planed off,INCORRECT: edges→edge | CORRECTED: to the frame and its edge planed off,INCORRECT,True,edges→edge,to the frame and its edge planed off
4195,train,of angle irons as shown in Fig. 5 . When determining,CORRECT,CORRECT,False,,
4196,train,by 4 in. attached to the front legs with a pair,"INCORRECT: by→dg, 4→if | CORRECTED: dg if in attached to the front legs with a pair",INCORRECT,True,"by→dg, 4→if",dg if in attached to the front legs with a pair
4197,train,"the position of the footrest , do not place too near",CORRECT,CORRECT,False,,
4198,train,screws driven from the inside . The footrest is a,CORRECT,CORRECT,False,,
4199,train,Finally attach the back firmly to the sides with,CORRECT,CORRECT,False,,
4200,train,the seat to allow for the growth of baby's legs .,CORRECT,CORRECT,False,,
4201,train,piece of timber 14 in. long and about 1/2 in.,INCORRECT: 1/2→1½ | CORRECTED: piece of timber 14 in. long and about 1½ in.,INCORRECT,True,1/2→1½,piece of timber 14 in. long and about 1½ in.
4202,train,made by shaping and soldering two pieces of stout,CORRECT,CORRECT,False,,
4203,train,considerable pulling as the child becomes older .,CORRECT,CORRECT,False,,
4204,train,inside of the chair arms about 2 1/2 in. from the,CORRECT,CORRECT,False,,
4205,train,wire as shown in Fig. 6 . Make sure that these,CORRECT,CORRECT,False,,
4206,train,"To complete the job , screw two fittings to the",CORRECT,CORRECT,False,,
4207,train,are well secured as they will have to withstand,CORRECT,CORRECT,False,,
4208,train,back to hold the baby's safety harness . These can be,INCORRECT: harness→hurmess | CORRECTED: back to hold the baby's safety hurmess. These can be,INCORRECT,True,harness→hurmess,back to hold the baby's safety hurmess. These can be
4209,train,woodfiller in the usual way and paint the frame in,CORRECT,CORRECT,False,,
4210,train,framework and round off any sharp edges ( such as the,CORRECT,CORRECT,False,,
4211,train,Punch in all nail and panel pin heads and fill the holes,INCORRECT: fill the→fill in the | CORRECTED: Punch in all nail and panel pin heads and fill in the holes,INCORRECT,True,fill the→fill in the,Punch in all nail and panel pin heads and fill in the holes
4212,train,"a suitable pastel shade , using a contrasting colour",CORRECT,CORRECT,False,,
4213,train,a suitable nursery transfer .,CORRECT,CORRECT,False,,
4214,train,for the seat and the back which can be decorated with,CORRECT,CORRECT,False,,
4215,train,"edge of the seat , feeding tray , etc ) . Fill the grain with a",CORRECT,CORRECT,False,,
4216,train,with plastic wood . Then thoroughly glasspaper the whole,CORRECT,CORRECT,False,,
4217,train,material that might be available as otherwise the,CORRECT,CORRECT,False,,
4218,train,satisfying and worthwhile project .,CORRECT,CORRECT,False,,
4219,train,paint would soon be scratched off .,CORRECT,CORRECT,False,,
4220,train,Avoid using lead-based paint as this could prove poisonous,CORRECT,CORRECT,False,,
4221,train,( J.H.P. ) BUILDING your own boat is a most,CORRECT,CORRECT,False,,
4222,train,to cover the footrest with rubber or any such protective,CORRECT,CORRECT,False,,
4223,train,"if junior decides to bite the chair . Finally , it is as well","INCORRECT: chair→chaiz | CORRECTED: if junior decides to bite the chaiz. Finally, it is as well",INCORRECT,True,chair→chaiz,"if junior decides to bite the chaiz. Finally, it is as well"
4224,train,rowing dinghy many of which I have built and,CORRECT,CORRECT,False,,
4225,train,margin of freeboard .,CORRECT,CORRECT,False,,
4226,train,Here are the plans of a very seaworthy little,INCORRECT: a→our | CORRECTED: Here are the plans of our very seaworthy little,INCORRECT,True,a→our,Here are the plans of our very seaworthy little
4227,train,and an outboard motor with a comfortable,INCORRECT: outboard→outboards | CORRECTED: and an outboards motor with a comfortable and,INCORRECT,True,outboard→outboards,and an outboards motor with a comfortable and
4228,train,sold . It is especially designed for simplicity in,INCORRECT: in→ins | CORRECTED: sold. It is especially designed for simplicity ins,INCORRECT,True,in→ins,sold. It is especially designed for simplicity ins
4229,train,weighs only 60 lb. but can carry three people,CORRECT,CORRECT,False,,
4230,train,"construction , cheapness and lightness of weight ,",CORRECT,CORRECT,False,,
4231,train,and measures approximately 8 ft. by 4 ft. She,CORRECT,CORRECT,False,,
4232,train,"For instance , in Canada we use galvanised nails",CORRECT,CORRECT,False,,
4233,train,"job is to make your moulds . In Fig. 1 it quotes 3/4 in. five-ply ,","INCORRECT: five→fire | CORRECTED: job is to make your moulds . In Fig. 1 it quotes 3/4 in. fire-ply ,",INCORRECT,True,five→fire,"job is to make your moulds . In Fig. 1 it quotes 3/4 in. fire-ply ,"
4234,train,"always used brass screws , which are more expensive . The first","INCORRECT: The→These, first→best | CORRECTED: always used brass screws, which are more expensive. These best",INCORRECT,True,"The→These, first→best","always used brass screws, which are more expensive. These best"
4235,train,and cut to shape later .,CORRECT,CORRECT,False,,
4236,train,in place of screws . We just bend them over and clamp,"INCORRECT: missing final word ""in"" | CORRECTED: in place of screws. We just bend them over and clamp in",INCORRECT,True,"missing final word ""in""",in place of screws. We just bend them over and clamp in
4237,train,firmly by using a hammer on each side . Over here I 've,INCORRECT: each→coach | CORRECTED: firmly by using a hammer on coach side. Over here I've,INCORRECT,True,each→coach,firmly by using a hammer on coach side. Over here I've
4238,train,"is nailed and glued together strongly , it may be marked",CORRECT,CORRECT,False,,
4239,train,"but to save money any scrap may be used , and if this","INCORRECT: scrap→scrop | CORRECTED: but to save money any scrop may be used, and if this",INCORRECT,True,scrap→scrop,"but to save money any scrop may be used, and if this"
4240,train,"the moulds , make a frame of rough lumber as shown in","INCORRECT: moulds→walls | CORRECTED: the walls, make a frame of rough lumber as shown in",INCORRECT,True,moulds→walls,"the walls, make a frame of rough lumber as shown in"
4241,train,If you do not have a wooden floor on which to anchor,INCORRECT: anchor→cenchor | CORRECTED: If you do not have a wooden floor on which to cenchor,INCORRECT,True,anchor→cenchor,If you do not have a wooden floor on which to cenchor
4242,train,Columbia .,CORRECT,CORRECT,False,,
4243,train,"and shaping your little craft , upside-down . For cheapness","INCORRECT: shaping→shopping, cheapness→cheerfulness | CORRECTED: and shopping your little craft, upside-down. For cheerfulness",INCORRECT,True,"shaping→shopping, cheapness→cheerfulness","and shopping your little craft, upside-down. For cheerfulness"
4244,train,I recommend using Douglas Fir Plywood from British,CORRECT,CORRECT,False,,
4245,train,Fig. 2 . The main idea is to have the moulds standing as,"INCORRECT: main→wain, moulds→worlds | CORRECTED: Fig. 2. The wain idea is to have the worlds standing as",INCORRECT,True,"main→wain, moulds→worlds",Fig. 2. The wain idea is to have the worlds standing as
4246,train,"rigid as possible , for it is on these you will be building",CORRECT,CORRECT,False,,
4247,train,a permanently water proof glue line . Be sure to,CORRECT,CORRECT,False,,
4248,train,shilling .,INCORRECT: shilling→suilling | CORRECTED: suilling,INCORRECT,True,shilling→suilling,suilling
4249,train,This is hot pressed and resin bonded to ensure,CORRECT,CORRECT,False,,
4250,train,This may be bought at any good timber merchants .,CORRECT,CORRECT,False,,
4251,train,"see that the edge bears the mark , P.M.B.C. Exterior .",CORRECT,CORRECT,False,,
4252,train,"wood of the same make , or oak or mahogany . For the",CORRECT,CORRECT,False,,
4253,train,mahogany table which I bought at a sale for one,CORRECT,CORRECT,False,,
4254,train,The transoms can be made of any sound five-ply,CORRECT,CORRECT,False,,
4255,train,"last one I made , I used the two flaps from an old",CORRECT,CORRECT,False,,
4256,train,is difficult to obtain here and expensive . I overcome,INCORRECT: expensive→expesive | CORRECTED: is difficult to obtain here and expesive. I overcome,INCORRECT,True,expensive→expesive,is difficult to obtain here and expesive. I overcome
4257,train,and easy to make . As will be seen from the plan,INCORRECT: make→wake | CORRECTED: and easy to wake. As will be seen from the plan,INCORRECT,True,make→wake,and easy to wake. As will be seen from the plan
4258,train,I find that the type of rowlock we use in Canada,CORRECT,CORRECT,False,,
4259,train,there is only a single gunwale on the outside .,CORRECT,CORRECT,False,,
4260,train,"rowing this dinghy ( Fig. 3 ) . They are very simple , cheap","INCORRECT: cheap→Queep | CORRECTED: rowing this dinghy (Fig. 3). They are very simple, Queep",INCORRECT,True,cheap→Queep,"rowing this dinghy (Fig. 3). They are very simple, Queep"
4261,train,this in another way as shown in Fig. 4 .,"INCORRECT: in→iu, in→iu | CORRECTED: this iu another way as shown iu Fig. 4.",INCORRECT,True,"in→iu, in→iu",this iu another way as shown iu Fig. 4.
4262,train,I have also included a sketch of paddles I make for,CORRECT,CORRECT,False,,
4263,train,Cut the moulds and the,INCORRECT: moulds→woulds | CORRECTED: Cut the woulds and the,INCORRECT,True,moulds→woulds,Cut the woulds and the
4264,train,use a heavy old base as in,"INCORRECT: use→hose, base→brase | CORRECTED: hose a heavy old brase as in",INCORRECT,True,"use→hose, base→brase",hose a heavy old brase as in
4265,train,Fig. 2 .,CORRECT,CORRECT,False,,
4266,train,transoms to shape as in the,INCORRECT: transoms→thansoms | CORRECTED: thansoms to shape as in the,INCORRECT,True,transoms→thansoms,thansoms to shape as in the
4267,train,detailed drawings . If you have,CORRECT,CORRECT,False,,
4268,train,"if not , use a strong horizontal",INCORRECT: horizontal→horizontally | CORRECTED: if not use a strong horizontally,INCORRECT,True,horizontal→horizontally,if not use a strong horizontally
4269,train,' A ' frames fastened to the floor,CORRECT,CORRECT,False,,
4270,train,the ground or concrete floor . I,CORRECT,CORRECT,False,,
4271,train,frame that will sit firmly on,INCORRECT: frame→have | CORRECTED: have that will sit firmly on,INCORRECT,True,frame→have,have that will sit firmly on
4272,train,a wooden floor you can use,CORRECT,CORRECT,False,,
4273,train,The edges of the transoms should be bevelled to,CORRECT,CORRECT,False,,
4274,train,correspond to the sides and bottom of the boat .,INCORRECT: sides→rides | CORRECTED: correspond to the rides and bottom of the boat,INCORRECT,True,sides→rides,correspond to the rides and bottom of the boat
