idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
3763,train,Among other incidents he was banned from New,INCORRECT: banned→banished | CORRECTED: Among other incidents he was banished from New,INCORRECT,True,banned→banished,Among other incidents he was banished from New
3772,train,three times up before the beaks for,INCORRECT: up→rp | CORRECTED: three times rp before the beaks for,INCORRECT,True,up→rp,three times rp before the beaks for
3773,train,"alcoholic . "" Since then he has been","INCORRECT: then→than, has→was | CORRECTED: alcoholic. Since than he was been",INCORRECT,True,"then→than, has→was",alcoholic. Since than he was been
3784,train,"and due for presentation at the Theatre Royal ,",INCORRECT: due→dice | CORRECTED: and dice for presentation at the Theatre Royal,INCORRECT,True,due→dice,and dice for presentation at the Theatre Royal
3787,train,"return from her abortion in Bristol . """,INCORRECT: her→hes | CORRECTED: return from hes abortion in Bristol,INCORRECT,True,her→hes,return from hes abortion in Bristol
3791,train,Rebel which was delivered to his agents in June . IT,"INCORRECT: Rebel→Released | CORRECTED: Released which was delivered to his agents in June, IT",INCORRECT,True,Rebel→Released,"Released which was delivered to his agents in June, IT"
3794,train,10 note on to the bar and orders a,INCORRECT: 10→No | CORRECTED: No note on to the bar and orders a,INCORRECT,True,10→No,No note on to the bar and orders a
3799,train,"thing this week I have never before witnessed ,","INCORRECT: thing→mining | CORRECTED: mining this week I have never before witnessed,",INCORRECT,True,thing→mining,"mining this week I have never before witnessed,"
3801,train,either in pictures or outside - a budgerigar,INCORRECT: a→2 | CORRECTED: either in pictures or outside - 2 budgerigar,INCORRECT,True,a→2,either in pictures or outside - 2 budgerigar
3804,train,clear hiccup and falls flat on its back . This,INCORRECT: This→Thus | CORRECTED: clear hiccup and falls flat on its back. Thus,INCORRECT,True,This→Thus,clear hiccup and falls flat on its back. Thus
3805,train,"Leicester-square ) , which suggests that it","INCORRECT: Leicester→heicesker | CORRECTED: heicesker-square), which suggests that it",INCORRECT,True,Leicester→heicesker,"heicesker-square), which suggests that it"
3810,train,good thing ( although the one original,INCORRECT: one→are | CORRECTED: good thing although the are original,INCORRECT,True,one→are,good thing although the are original
3813,train,"than-average glossy comedy , Hollywood-","INCORRECT: glossy→glassy | CORRECTED: than-average glassy comedy, Hollywood-",INCORRECT,True,glossy→glassy,"than-average glassy comedy, Hollywood-"
3814,train,been shot in and around the,"INCORRECT: been→beer, shot→Shat | CORRECTED: beer Shat in and around the",INCORRECT,True,"been→beer, shot→Shat",beer Shat in and around the
3816,train,"touch ) in the film , which is better-","INCORRECT: better→beaten | CORRECTED: touch ) in the film , which is beaten",INCORRECT,True,better→beaten,"touch ) in the film , which is beaten"
3819,train,been joined by a Jeep-load of boys .,INCORRECT: joined→joided | CORRECTED: been joided by a Jeep-load of boys .,INCORRECT,True,joined→joided,been joided by a Jeep-load of boys .
3820,train,"themselves playing chaperon ( Brenda de Banzie , the official","INCORRECT: Banzie→Benzie | CORRECTED: themselves playing chaperon (Brenda de Benzie, the official",INCORRECT,True,Banzie→Benzie,"themselves playing chaperon (Brenda de Benzie, the official"
3821,train,Inevitably there comes the time when Mr. Hudson suddenly breaks,INCORRECT: the time when→the when | CORRECTED: Inevitably there comes the when Mr. Hudson suddenly breaks,INCORRECT,True,the time when→the when,Inevitably there comes the when Mr. Hudson suddenly breaks
3823,train,escorted tour . Result : Mr. Hudson and lady love Lollo find,"INCORRECT: tour→tours, love→leave | CORRECTED: escorted tours, Result: Mr. Hudson and lady leave Lollo find",INCORRECT,True,"tour→tours, love→leave","escorted tours, Result: Mr. Hudson and lady leave Lollo find"
3825,train,"with tradition and arrives there in July , when , just as","INCORRECT: with→Lith, there→these | CORRECTED: Lith tradition and arrives these in July, when, just as",INCORRECT,True,"with→Lith, there→these","Lith tradition and arrives these in July, when, just as"
3826,train,"one , has broken a leg ) to the girls , who have just","INCORRECT: has broken→has all broken | CORRECTED: one, has all broken a leg ) to the girls, who have just",INCORRECT,True,has broken→has all broken,"one, has all broken a leg ) to the girls, who have just"
3827,train,in places and has a line or two of painful home truths,INCORRECT: home truths→to come threats | CORRECTED: in places and has a line or two of painful to come threats,INCORRECT,True,home truths→to come threats,in places and has a line or two of painful to come threats
3828,train,"Gina , walking out on the man who has so far","INCORRECT: missing second ""walking"" | CORRECTED: Gina, walking, walking out on the man who has so far",INCORRECT,True,"missing second ""walking""","Gina, walking, walking out on the man who has so far"
3831,train,don't think it was through boredom . The film is funny enough,"INCORRECT: missing initial ""I"" | CORRECTED: I don't think it was through boredom. The film is funny enough",INCORRECT,True,"missing initial ""I""",I don't think it was through boredom. The film is funny enough
3833,train,Hudson can take one more hill than the,INCORRECT: the→take | CORRECTED: Hudson can take one more hill than take,INCORRECT,True,the→take,Hudson can take one more hill than take
3836,train,"get rid of old man , solid Rock . "" How","INCORRECT: How→Hour | CORRECTED: get rid of old man, solid Rock. ""Hour""",INCORRECT,True,How→Hour,"get rid of old man, solid Rock. ""Hour"""
3841,train,""" good girl "" parts ( Tuesday Weld gets the "" bad girl ""","INCORRECT: missing final ""good girl"" | CORRECTED: """" good girl "" parts ( Tuesday Weld gets the "" bad girl "" "" good girl """"",INCORRECT,True,"missing final ""good girl""",""""" good girl "" parts ( Tuesday Weld gets the "" bad girl "" "" good girl """""
3850,train,but fun-films toting an X,"INCORRECT: fun→flu, films→filus, toting→tohiug, an→au | CORRECTED: but flu-filus tohiug au X",INCORRECT,True,"fun→flu, films→filus, toting→tohiug, an→au",but flu-filus tohiug au X
3851,train,slapstick . This has only one gag -,INCORRECT: has→was | CORRECTED: slapstick. This was only one gag-,INCORRECT,True,has→was,slapstick. This was only one gag-
3852,train,"about with an X ? ) are of the witty ,","INCORRECT: ""an X?""→""X?"", ""witty""→""worthy"" | CORRECTED: about with X?) are of the worthy",INCORRECT,True,"""an X?""→""X?"", ""witty""→""worthy""",about with X?) are of the worthy
3855,train,that of the entry of a gladiator,"INCORRECT: a omitted, gladiator→gladicater | CORRECTED: that of the entry of gladicator",INCORRECT,True,"a omitted, gladiator→gladicater",that of the entry of gladicator
3861,train,The girl is a knock-out ( see pic-,INCORRECT: The→Thee | CORRECTED: Thee girl is a knock-out (see pic-,INCORRECT,True,The→Thee,Thee girl is a knock-out (see pic-
3862,train,"mission in mind . She , "" younger ,","INCORRECT: ""younger→yosinger"" | CORRECTED: mission in mind . She , "" yosinger ,""",INCORRECT,True,"""younger→yosinger""","mission in mind . She , "" yosinger ,"""
3864,train,"soon tells her ) , wants to have the","INCORRECT: the→there | CORRECTED: soon tells her ), wants to have there",INCORRECT,True,the→there,"soon tells her ), wants to have there"
3868,train,"the husband ( James Mason ) , who","INCORRECT: who→what | CORRECTED: the husband (James Mason), what",INCORRECT,True,who→what,"the husband (James Mason), what"
3870,train,time . I learned from it that in the Institutes of Advanced,"INCORRECT: ""time→times"" | CORRECTED: ""times. I learned from it that in the Institutes of Advanced""",INCORRECT,True,"""time→times""","""times. I learned from it that in the Institutes of Advanced"""
3877,train,"This sort of situation calls for some subtle ,",INCORRECT: subtle→skilled | CORRECTED: This sort of situation calls for some skilled,INCORRECT,True,subtle→skilled,This sort of situation calls for some skilled
3878,train,and sweetly . Mason is always good for,INCORRECT: and→Grand | CORRECTED: Grand sweetly Mason is always good for,INCORRECT,True,and→Grand,Grand sweetly Mason is always good for
3880,train,Susan Hayward plays the wife sharply,INCORRECT: wife→life | CORRECTED: Susan Hayward plays the life sharply,INCORRECT,True,wife→life,Susan Hayward plays the life sharply
3888,train,"meandering by the L'Avventura man ,",INCORRECT: L'→21 | CORRECTED: meandering by the 21 Avventura man,INCORRECT,True,L'→21,meandering by the 21 Avventura man
3892,train,emptiness . A FEW minutes later the father,INCORRECT: emptiness→empliness | CORRECTED: empliness. A FEW minutes later the father,INCORRECT,True,emptiness→empliness,empliness. A FEW minutes later the father
3897,train,that there was no sound of breathing .,INCORRECT: that→What | CORRECTED: What there was no sound of breathing,INCORRECT,True,that→What,What there was no sound of breathing
3902,train,and sensation-hunger of that,INCORRECT: and→caud | CORRECTED: caud sensation-hunger of that,INCORRECT,True,and→caud,caud sensation-hunger of that
3903,train,four years later of a German-,"INCORRECT: missing ""born Bronx carpenter named"" | CORRECTED: four years later of a German-born Bronx carpenter named",INCORRECT,True,"missing ""born Bronx carpenter named""",four years later of a German-born Bronx carpenter named
3905,train,"The plain , sober manner of its","INCORRECT: manner→manners | CORRECTED: The plain, sober manners of its",INCORRECT,True,manner→manners,"The plain, sober manners of its"
3909,train,possess a heritage of lace . A lace,INCORRECT: heritage→henitage | CORRECTED: possess a henitage of lace. A lace,INCORRECT,True,heritage→henitage,possess a henitage of lace. A lace
3911,train,robe that each generation wears in turn -,INCORRECT: turn→them | CORRECTED: robe that each generation wears in them -,INCORRECT,True,turn→them,robe that each generation wears in them -
3919,train,ustrations in the following pages will show,INCORRECT: ustrations→strations | CORRECTED: strations in the following pages will show,INCORRECT,True,ustrations→strations,strations in the following pages will show
3920,train,But lace-making is by no means a lost,"INCORRECT: But→Bust, lost→blast | CORRECTED: Bust lace-making is by no means a blast",INCORRECT,True,"But→Bust, lost→blast",Bust lace-making is by no means a blast
3921,train,temporary surroundings .,INCORRECT: temporary→demporary | CORRECTED: demporary surroundings .,INCORRECT,True,temporary→demporary,demporary surroundings .
3922,train,adapted itself to modern tastes and the ill-,INCORRECT: ill→illu | CORRECTED: adapted itself to modern tastes and the illu-,INCORRECT,True,ill→illu,adapted itself to modern tastes and the illu-
3924,train,"viable craft . It has , in fact , readily","INCORRECT: viable→Walele | CORRECTED: Walele craft . It has , in fact , readily",INCORRECT,True,viable→Walele,"Walele craft . It has , in fact , readily"
3931,train,can give striking individuality to many things,INCORRECT: many→casual | CORRECTED: can give striking individuality to casual things,INCORRECT,True,many→casual,can give striking individuality to casual things
3932,train,"in the home . Chairbacks , cushions , tablecloths ,","INCORRECT: home→kitchen | CORRECTED: in the kitchen . Chairbacks , cushions , tablecloths ,",INCORRECT,True,home→kitchen,"in the kitchen . Chairbacks , cushions , tablecloths ,"
3933,train,"and rich colour , knitting , crochet and","INCORRECT: rich→rid | CORRECTED: and rid colour, knitting, crochet and",INCORRECT,True,rich→rid,"and rid colour, knitting, crochet and"
3938,train,"insertion on a petticoat or blouse , a tatted edge","INCORRECT: on→in | CORRECTED: insertion in a petticoat or blouse, a tatted edge",INCORRECT,True,on→in,"insertion in a petticoat or blouse, a tatted edge"
3939,train,"in fact , the brain-children of inventive men .","INCORRECT: ""men""→""were in"" | CORRECTED: ""in fact, the brain-children of inventive were in""",INCORRECT,True,"""men""→""were in""","""in fact, the brain-children of inventive were in"""
3941,train,Although we assess lace-making as one of,INCORRECT: assess→access | CORRECTED: Although we access lace-making as one of,INCORRECT,True,assess→access,Although we access lace-making as one of
3942,train,"a lace border to a handkerchief , fine-lace","INCORRECT: added leading ""a"" | CORRECTED: lace border to a handkerchief fine lace",INCORRECT,True,"added leading ""a""",lace border to a handkerchief fine lace
3944,train,The more delicate patterns and finer,INCORRECT: more→where | CORRECTED: The where delicate patterns and finer,INCORRECT,True,more→where,The where delicate patterns and finer
3948,train,and worked lace as well as women and,"INCORRECT: and→(omitted), women→utensils, and→undulated | CORRECTED: worked lace as well as utensils undulated",INCORRECT,True,"and→(omitted), women→utensils, and→undulated",worked lace as well as utensils undulated
3949,train,"For in the old order of things , men designed","INCORRECT: men→were | CORRECTED: For in the old order of things, were designed",INCORRECT,True,men→were,"For in the old order of things, were designed"
3950,train,special schools were set up to teach lace-,"INCORRECT: teach→head, lace→laces | CORRECTED: special schools were set up to head laces",INCORRECT,True,"teach→head, lace→laces",special schools were set up to head laces
3951,train,"a folklore of song , festival and courtship grew","INCORRECT: festival→festivals, courtship→courtships | CORRECTED: a folklore of song, festivals and courtships grew",INCORRECT,True,"festival→festivals, courtship→courtships","a folklore of song, festivals and courtships grew"
3953,train,"making not only to young girls , but to little","INCORRECT: making→walking | CORRECTED: walking not only to young girls, but to little",INCORRECT,True,making→walking,"walking not only to young girls, but to little"
3954,train,up around the lace industry .,INCORRECT: the→hue | CORRECTED: up around hue lace industry .,INCORRECT,True,the→hue,up around hue lace industry .
3958,train,was developed into quite an elaborate and distinctive,"INCORRECT: ""was"" is erroneously added at start, ""an""→""a"", ""distinctive""→""distinctives"", missing ""as"" at end | CORRECTED: developed into quite a elaborate and distinctives as",INCORRECT,True,"""was"" is erroneously added at start, ""an""→""a"", ""distinctive""→""distinctives"", missing ""as"" at end",developed into quite a elaborate and distinctives as
3960,train,nuns who carried the craft to Ireland . There it,"INCORRECT: missing final word ""nuns"" | CORRECTED: nuns who carried the craft to Ireland. There it nuns",INCORRECT,True,"missing final word ""nuns""",nuns who carried the craft to Ireland. There it nuns
3963,train,"texture , are sold at a very high price . With a","INCORRECT: texture→te xdrive, With→which | CORRECTED: te xdrive, are sold at a very high price. which a",INCORRECT,True,"texture→te xdrive, With→which","te xdrive, are sold at a very high price. which a"
3965,train,"hand-crocheted blouses , gossamer fine in","INCORRECT: hand→hard, gossamer→gossques | CORRECTED: hard-crocheted blouses, gossques fine in",INCORRECT,True,"hand→hard, gossamer→gossques","hard-crocheted blouses, gossques fine in"
3966,train,little time and concentration the woman at home can,INCORRECT: can→cook | CORRECTED: little time and concentration the woman at home cook,INCORRECT,True,can→cook,little time and concentration the woman at home cook
3967,train,"Paris - a blouse , delicate gloves or a fine","INCORRECT: fine→fichu | CORRECTED: Paris - a blouse, delicate gloves or a fichu",INCORRECT,True,fine→fichu,"Paris - a blouse, delicate gloves or a fichu"
3969,train,"edging for collar , cuffs or a handkerchief .","INCORRECT: collar→collars, handkerchief→handkerchiefs | CORRECTED: edging for collars, cuffs or a handkerchiefs.",INCORRECT,True,"collar→collars, handkerchief→handkerchiefs","edging for collars, cuffs or a handkerchiefs."
3972,train,functions . The art of crochet is not difficult and,INCORRECT: functions→functious | CORRECTED: functious. The art of crochet is not difficult and,INCORRECT,True,functions→functious,functious. The art of crochet is not difficult and
3974,train,"tablecloths , traycloths and runners , and edgings","INCORRECT: runners→ruaness | CORRECTED: tablecloths, traycloths and ruaness, and edgings",INCORRECT,True,runners→ruaness,"tablecloths, traycloths and ruaness, and edgings"
3976,train,pages simple diagrams and instructions are given,INCORRECT: simple→single | CORRECTED: pages single diagrams and instructions are given,INCORRECT,True,simple→single,pages single diagrams and instructions are given
3977,train,to enable the beginner to master all the essential,"INCORRECT: beginner→beginners, master→masters, essential→essentials | CORRECTED: to enable the beginners to masters all the essentials",INCORRECT,True,"beginner→beginners, master→masters, essential→essentials",to enable the beginners to masters all the essentials
3978,train,"shape , ensuring that all lines of the crochet are","INCORRECT: ensuring→ensunning | CORRECTED: shape, ensunning that all lines of the crochet are",INCORRECT,True,ensuring→ensunning,"shape, ensunning that all lines of the crochet are"
3980,train,accurate . Place crochet in correct position on linen and,"INCORRECT: ""accurate"" incorrectly placed at start instead of end, ""Place"" is the first word | CORRECTED: Place crochet in correct position on linen and accurate",INCORRECT,True,"""accurate"" incorrectly placed at start instead of end, ""Place"" is the first word",Place crochet in correct position on linen and accurate
3984,train,"( a ) Button Stitch round the outline of basting stitches ,","INCORRECT: round→Bound | CORRECTED: (a) Button Stitch Bound the outline of basting stitches,",INCORRECT,True,round→Bound,"(a) Button Stitch Bound the outline of basting stitches,"
3985,train,"( b ) Turn under a small hem , with fold lying on line","INCORRECT: fold→folded | CORRECTED: (b) Turn under a small hem, with folded lying on line",INCORRECT,True,fold→folded,"(b) Turn under a small hem, with folded lying on line"
3990,train,of basting stitches . Work a row of dc all round,INCORRECT: round→around | CORRECTED: of basting stitches. Work a row of dc all around,INCORRECT,True,round→around,of basting stitches. Work a row of dc all around
3993,train,"It washes beautifully , never loses its colour","INCORRECT: colour→colours | CORRECTED: It washes beautifully, never loses its colours",INCORRECT,True,colour→colours,"It washes beautifully, never loses its colours"
3995,train,thickness - it is the ideal crochet thread .,INCORRECT: crochet→crocket | CORRECTED: thickness - it is the ideal crocket thread.,INCORRECT,True,crochet→crocket,thickness - it is the ideal crocket thread.
3996,train,"to work with , soft , glossy and of uniform","INCORRECT: uniform→uniformth | CORRECTED: to work with, soft, glossy and of uniformth",INCORRECT,True,uniform→uniformth,"to work with, soft, glossy and of uniformth"
4008,train,specified in the directions . These are the,"INCORRECT: ""specified"" is incorrectly placed at the start of the line instead of the end | CORRECTED: in the directions. These are the specified",INCORRECT,True,"""specified"" is incorrectly placed at the start of the line instead of the end",in the directions. These are the specified
4009,train,correct numbers to use with Mercer-Crochet :,INCORRECT: Mercer→Merces | CORRECTED: correct numbers to use with Merces-Crochet :,INCORRECT,True,Mercer→Merces,correct numbers to use with Merces-Crochet :
4018,train,rest near tip of hook .,"INCORRECT: rest→nest, near→neas, of→af | CORRECTED: nest neas tip af hook",INCORRECT,True,"rest→nest, near→neas, of→af",nest neas tip af hook
4019,train,of broad bar of hook as you would a,INCORRECT: bar→bas | CORRECTED: of broad bas of hook as you would a,INCORRECT,True,bar→bas,of broad bas of hook as you would a
4020,train,and forefinger ( Fig. 1 ) . 1 . Take hold,INCORRECT: forefinger→forefingers | CORRECTED: and forefingers (Fig. 1). 1. Take hold,INCORRECT,True,forefinger→forefingers,and forefingers (Fig. 1). 1. Take hold
4022,train,and forefinger . 2 . Make a loop by,"INCORRECT: forefinger→fore fingers, Make→Malce | CORRECTED: and fore fingers. 2. Malce a loop by",INCORRECT,True,"forefinger→fore fingers, Make→Malce",and fore fingers. 2. Malce a loop by
4024,train,3 . Hold loop in place between thumb,INCORRECT: thumb→thumbs | CORRECTED: 3. Hold loop in place between thumbs.,INCORRECT,True,thumb→thumbs,3. Hold loop in place between thumbs.
4025,train,pencil . Bring middle finger forward to,"INCORRECT: finger→fingers, to→pencil | CORRECTED: pencil. Bring middle fingers forward pencil.",INCORRECT,True,"finger→fingers, to→pencil",pencil. Bring middle fingers forward pencil.
4029,train,"( Fig. 3 ) . Loop thread round little finger ,","INCORRECT: Loop→loops | CORRECTED: ( Fig. 3 ) . loops thread round little finger ,",INCORRECT,True,Loop→loops,"( Fig. 3 ) . loops thread round little finger ,"
4030,train,from thread . Pull short end and ball thread,INCORRECT: thread→Hurthead | CORRECTED: from Hurthead. Pull short end and ball thread,INCORRECT,True,thread→Hurthead,from Hurthead. Pull short end and ball thread
4032,train,2 . Insert hook through loop and under long,INCORRECT: long→length | CORRECTED: 2. Insert hook through loop and under length,INCORRECT,True,long→length,2. Insert hook through loop and under length
4034,train,"worked in the solid , and this certainly","INCORRECT: worked→worthed | CORRECTED: worthed in the solid, and this certainly",INCORRECT,True,worked→worthed,"worthed in the solid, and this certainly"
4035,train,"legs , and in reproduction period pieces they","INCORRECT: legs→flegs | CORRECTED: flegs, and in reproduction period pieces they",INCORRECT,True,legs→flegs,"flegs, and in reproduction period pieces they"
4037,train,A great deal of modern furniture has tapered,INCORRECT: modern→wooden | CORRECTED: A great deal of wooden furniture has tapered,INCORRECT,True,modern→wooden,A great deal of wooden furniture has tapered
4038,train,"the more elaborate varieties , however , a toe is","INCORRECT: toe→the | CORRECTED: the more elaborate varieties, however, a the is",INCORRECT,True,toe→the,"the more elaborate varieties, however, a the is"
4039,train,complicates the operation .,INCORRECT: the→Hue | CORRECTED: complicates Hue operation.,INCORRECT,True,the→Hue,complicates Hue operation.
4041,train,simply planed to give the required taper . In,INCORRECT: planed→planned | CORRECTED: simply planned to give the required taper. In,INCORRECT,True,planed→planned,simply planned to give the required taper. In
4043,train,The gauge can now be used to nick in the tapers,INCORRECT: nick→wind | CORRECTED: The gauge can now be used to wind in the tapers,INCORRECT,True,nick→wind,The gauge can now be used to wind in the tapers
4044,train,as before . It is unnecessary to mark the taper with,INCORRECT: mark→warn | CORRECTED: as before . It is unnecessary to warn the taper with,INCORRECT,True,mark→warn,as before . It is unnecessary to warn the taper with
4049,train,accurate . The straight-edge can be used,INCORRECT: accurate→accident | CORRECTED: accident . The straight-edge can be used,INCORRECT,True,accurate→accident,accident . The straight-edge can be used
4052,train,to test the straightness of the sides .,INCORRECT: straightness→shraightness | CORRECTED: to test the shraightness of the sides.,INCORRECT,True,straightness→shraightness,to test the shraightness of the sides.
4053,train,to stop the plane short of the squared,"INCORRECT: stop→shop, plane→plause | CORRECTED: to shop the plause short of the squared",INCORRECT,True,"stop→shop, plane→plause",to shop the plause short of the squared
4054,train,A glance at the gauge marks at the bottom,"INCORRECT: at→ad, at→ad | CORRECTED: A glance ad the gauge marks ad the bottom",INCORRECT,True,"at→ad, at→ad",A glance ad the gauge marks ad the bottom
4055,train,"pencil line at the top , the work will be","INCORRECT: pencil→pluck, at→ad, work→make | CORRECTED: pluck line ad the top, the make will be",INCORRECT,True,"pencil→pluck, at→ad, work→make","pluck line ad the top, the make will be"
4060,train,"marked out as at ( A ) , Fig. 3 .","INCORRECT: out→oud, at→ad | CORRECTED: marked oud as ad (A), Fig. 3.",INCORRECT,True,"out→oud, at→ad","marked oud as ad (A), Fig. 3."
4062,train,"that at ( D ) , Fig. 1 , the square is first","INCORRECT: first→fast | CORRECTED: that at (D), Fig. 1, the square is fast",INCORRECT,True,first→fast,"that at (D), Fig. 1, the square is fast"
4063,train,needed at the top before the tapering is,INCORRECT: at→and | CORRECTED: needed and the top before the tapering is,INCORRECT,True,at→and,needed and the top before the tapering is
4065,train,"exactly down to the taper line ,","INCORRECT: taper→tapers | CORRECTED: exactly down to the tapers line,",INCORRECT,True,taper→tapers,"exactly down to the tapers line,"
4066,train,"tent of the taper , and in","INCORRECT: taper→papers, in→it | CORRECTED: tent of the papers, and it",INCORRECT,True,"taper→papers, in→it","tent of the papers, and it"
4068,train,needed as well as the upper ex-,INCORRECT: needed→selected | CORRECTED: selected as well as the upper ex-,INCORRECT,True,needed→selected,selected as well as the upper ex-
4069,train,the top member of the toe are,"INCORRECT: member→members, are→area | CORRECTED: the top members of the toe area",INCORRECT,True,"member→members, are→area",the top members of the toe area
4072,train,mark in the line of the taper,"INCORRECT: mark→work, taper→task | CORRECTED: work in the line of the task",INCORRECT,True,"mark→work, taper→task",work in the line of the task
4073,train,with pencil and straight-edge,INCORRECT: with→width | CORRECTED: width pencil and straight-edge,INCORRECT,True,with→width,width pencil and straight-edge
4075,train,made at the upper toe line,"INCORRECT: made→unlace, line→unlace | CORRECTED: unlace at the upper toe unlace",INCORRECT,True,"made→unlace, line→unlace",unlace at the upper toe unlace
4077,train,"But why woodwork in particular ? Well , there","INCORRECT: there→these | CORRECTED: But why woodwork in particular? Well, these",INCORRECT,True,there→these,"But why woodwork in particular? Well, these"
4078,train,"create a certain amount of mess , it is","INCORRECT: it→if | CORRECTED: create a certain amount of mess , if is",INCORRECT,True,it→if,"create a certain amount of mess , if is"
4081,train,other materials ; it is a pleasant material,INCORRECT: material→materials | CORRECTED: other materials ; it is a pleasant materials,INCORRECT,True,material→materials,other materials ; it is a pleasant materials
4082,train,are many reasons . Wood is in good and,INCORRECT: and→away | CORRECTED: are many reasons. Wood is in good away,INCORRECT,True,and→away,are many reasons. Wood is in good away
4089,train,ripping out parts from hardwood . Most men,INCORRECT: parts→perks | CORRECTED: ripping out perks from hardwood . Most men,INCORRECT,True,parts→perks,ripping out perks from hardwood . Most men
4092,train,everyone has come to recognise that machines,"INCORRECT: missing ""try"" between ""to"" and ""recognise"", recognise→recognize | CORRECTED: everyone has come to try recognize that machines",INCORRECT,True,"missing ""try"" between ""to"" and ""recognise"", recognise→recognize",everyone has come to try recognize that machines
4094,train,great deal of drudgery can be avoided by the,INCORRECT: great→greater | CORRECTED: greater deal of drudgery can be avoided by the,INCORRECT,True,great→greater,greater deal of drudgery can be avoided by the
4095,train,installation of a power tool . As an elementary,INCORRECT: a→e | CORRECTED: installation of e power tool . As an elementary,INCORRECT,True,a→e,installation of e power tool . As an elementary
4101,train,most men have some of the tools already . It will enable,INCORRECT: most→mostly | CORRECTED: mostly men have some of the tools already. It will enable,INCORRECT,True,most→mostly,mostly men have some of the tools already. It will enable
4104,train,with what we have called a bare minimum kit . Probably,INCORRECT: kit→tit | CORRECTED: with what we have called a bare minimum tit. Probably,INCORRECT,True,kit→tit,with what we have called a bare minimum tit. Probably
4106,train,"the fuller kit ( which in its turn , of course ,","INCORRECT: which→includes | CORRECTED: the fuller kit (includes in its turn, of course,",INCORRECT,True,which→includes,"the fuller kit (includes in its turn, of course,"
4113,train,"can be done , though for advanced","INCORRECT: advanced→advance cq | CORRECTED: Can be done, though for advance cq",INCORRECT,True,advanced→advance cq,"Can be done, though for advance cq"
4122,train,"Lastly , we suggest certain power tools and","INCORRECT: certain→attain | CORRECTED: Lastly, we suggest attain power tools and",INCORRECT,True,certain→attain,"Lastly, we suggest attain power tools and"
4123,train,"work a man normally does . First ,","INCORRECT: work→walk, First→Trust | CORRECTED: walk a man normally does. Trust,",INCORRECT,True,"work→walk, First→Trust","walk a man normally does. Trust,"
4124,train,"however , a word of advice generally .","INCORRECT: generally→guardedly | CORRECTED: however , a word of advice guardedly .",INCORRECT,True,generally→guardedly,"however , a word of advice guardedly ."
4127,train,better to pay the fair price for a tool of good,INCORRECT: good→goog | CORRECTED: better to pay the fair price for a tool of goog,INCORRECT,True,good→goog,better to pay the fair price for a tool of goog
4135,train,"are those of the vice , the bench stop , and storage","INCORRECT: stop→drop | CORRECTED: are those of the vice, the bench drop, and storage",INCORRECT,True,stop→drop,"are those of the vice, the bench drop, and storage"
4140,train,"work can be done on it , but the usual problems","INCORRECT: but→bout | CORRECTED: work can be done on it, bout the usual problems",INCORRECT,True,but→bout,"work can be done on it, bout the usual problems"
4141,train,timber can be used but Parana pine is,"INCORRECT: but→by, pine→plane | CORRECTED: timber can be used by Parana plane is",INCORRECT,True,"but→by, pine→plane",timber can be used by Parana plane is
4145,train,taking a good finish .,INCORRECT: taking→talking | CORRECTED: talking a good finish .,INCORRECT,True,taking→talking,talking a good finish .
4146,train,family man or father-to-be . Unlike many,INCORRECT: man→and u | CORRECTED: family and u or father-to-be. Unlike many,INCORRECT,True,man→and u,family and u or father-to-be. Unlike many
4147,train,"recommended , being cheap , easy to work , and","INCORRECT: and→used | CORRECTED: recommended, being cheap, easy to work, used",INCORRECT,True,and→used,"recommended, being cheap, easy to work, used"
4155,train,timber as shown in Fig. 1 . Although the timber will have already,"INCORRECT: timber→tilluber, timber→tilluber | CORRECTED: tilluber as shown in Fig. 1. Although the tilluber will have already",INCORRECT,True,"timber→tilluber, timber→tilluber",tilluber as shown in Fig. 1. Although the tilluber will have already
4160,train,"each 1 1/4 in. by 1/2 in. by 14 in. which fit into the recesses ( C ) ,","INCORRECT: 1/2 in→1 1/2 in | CORRECTED: each 1 1/4 in. by 1 1/2 in. by 14 in. which fit into the recesses (C),",INCORRECT,True,1/2 in→1 1/2 in,"each 1 1/4 in. by 1 1/2 in. by 14 in. which fit into the recesses (C),"
4163,train,by 1 1/4 in. by 14 in. timber is fixed across,INCORRECT: by→boy | CORRECTED: boy 1 1/4 in. by 14 in. timber is fixed across,INCORRECT,True,by→boy,boy 1 1/4 in. by 14 in. timber is fixed across
4169,train,for easy cleaning and then fixed underneath,INCORRECT: underneath→underdeath | CORRECTED: for easy cleaning and then fixed underdeath,INCORRECT,True,underneath→underdeath,for easy cleaning and then fixed underdeath
4170,train,chair . The seat rests across the upper two,INCORRECT: upper→uppert | CORRECTED: chair. The seat rests across the uppert two,INCORRECT,True,upper→uppert,chair. The seat rests across the uppert two
4173,train,cross pieces and is made of 1/2 in. plywood,INCORRECT: in→ins | CORRECTED: cross pieces and is made of 1/2 ins. plywood,INCORRECT,True,in→ins,cross pieces and is made of 1/2 ins. plywood
4179,train,Fix the piece A to the sides first,INCORRECT: sides→Side | CORRECTED: Fix the piece A to the Side first,INCORRECT,True,sides→Side,Fix the piece A to the Side first
