wrong,correct,count,type,wrong_repr,correct_repr
" ,",.,1,merge_n:1,"' ,'",'.'
t,ds,1,split_1:n,'t','ds'
G,"""C",1,split_1:n,'G',"'""C'"
ONALD,onald,1,replace_5:5,'ONALD','onald'
OUSTON,ouston,1,replace_6:6,'OUSTON','ouston'
a,&,1,substitute_1:1,'a','&'
A,at,1,split_1:n,'A','at'
T V',Wil,1,replace_4:3,"""T V'""",'Wil'
b,he,1,split_1:n,'b','he'
,pe,1,insert_0:n,'','pe'
ERDICT,erdict,1,replace_6:6,'ERDICT','erdict'
ac,ou,1,replace_2:2,'ac','ou'
ara,he,1,replace_3:2,'ara','he'
ce ,sions,1,replace_3:5,'ce ','sions'
ar,ng,1,replace_2:2,'ar','ng'
"er ,",sh,1,replace_4:2,"'er ,'",'sh'
I,g,1,substitute_1:1,'I','g'
em ,rough,1,replace_3:5,'em ','rough'
,ngi,1,insert_0:n,'','ngi'
n,f,1,substitute_1:1,'n','f'
 got to,,1,delete_n:0,' got to',''
,got to ,1,insert_0:n,'','got to '
... peo,,1,delete_n:0,'... peo',''
,ase,1,insert_0:n,'','ase'
l,nt,1,split_1:n,'l','nt'
a,oci,1,split_1:n,'a','oci'
nk,rt,1,replace_2:2,'nk','rt'
"compositions , ",,1,delete_n:0,"'compositions , '",''
,:,1,insert_0:n,'',':'
:,"compositions,",1,split_1:n,':',"'compositions,'"
- a,es,1,replace_3:2,'- a','es'
am,ortun,1,replace_2:5,'am','ortun'
med,unc,1,replace_3:3,'med','unc'
an,llor,1,replace_2:4,'an','llor'
vi,l,1,merge_n:1,'vi','l'
b,C,1,substitute_1:1,'b','C'
,Go,1,insert_0:n,'','Go'
ist,d,1,merge_n:1,'ist','d'
w,ast,1,split_1:n,'w','ast'
2,U,1,substitute_1:1,'2','U'
,"a cut above Evelyn Waugh socially,",1,insert_0:n,'',"'a cut above Evelyn Waugh socially,'"
ren,lu,1,replace_3:2,'ren','lu'
ite,k,1,merge_n:1,'ite','k'
v,k,1,substitute_1:1,'v','k'
I 'm,live,1,replace_4:4,"""I 'm""",'live'
Av,M,1,merge_n:1,'Av','M'
you,stage,1,replace_3:5,'you','stage'
n,ish,1,split_1:n,'n','ish'
u,ic,1,split_1:n,'u','ic'
l,ased,1,split_1:n,'l','ased'
10,No,1,replace_2:2,'10','No'
th,min,1,replace_2:3,'th','min'
a,2,1,substitute_1:1,'a','2'
 (,,1,delete_n:0,' (',''
t,a,1,substitute_1:1,'t','a'
r-,n,1,merge_n:1,'r-','n'
e tim,,1,delete_n:0,'e tim',''
 .,"s,",1,replace_2:2,' .',"'s,'"
o,ea,1,split_1:n,'o','ea'
w,L,1,substitute_1:1,'w','L'
, all,1,insert_0:n,'',' all'
h,to c,1,split_1:n,'h','to c'
,walking,1,insert_0:n,'','walking'
w,"ur""",1,split_1:n,'w',"'ur""'"
," "" good girl """"",1,insert_0:n,'',"' "" good girl """"'"
an ,,1,delete_n:0,'an ',''
u,si,1,split_1:n,'u','si'
ubt,kil,1,replace_3:3,'ubt','kil'
" ,",d,1,merge_n:1,"' ,'",'d'
,Gr,1,insert_0:n,'','Gr'
w,l,1,substitute_1:1,'w','l'
L',21 ,1,replace_2:3,"""L'""",'21 '
,born Bronx carpenter named,1,insert_0:n,'','born Bronx carpenter named'
urn,hem,1,replace_3:3,'urn','hem'
,b,1,insert_0:n,'','b'
vi,W,1,merge_n:1,'vi','W'
b,le,1,split_1:n,'b','le'
m,c,1,substitute_1:1,'m','c'
ny,sual,1,replace_2:4,'ny','sual'
,kitc,1,insert_0:n,'','kitc'
,re i,1,insert_0:n,'','re i'
ss,cc,1,replace_2:2,'ss','cc'
mo,whe,1,replace_2:3,'mo','whe'
wom,ut,1,replace_3:2,'wom','ut'
,sils,1,insert_0:n,'','sils'
,ulated,1,insert_0:n,'','ulated'
,s as,1,insert_0:n,'','s as'
, nuns,1,insert_0:n,'',' nuns'
tu,d,1,merge_n:1,'tu','d'
W,wh,1,split_1:n,'W','wh'
am,qu,1,replace_2:2,'am','qu'
an,ook,1,replace_2:3,'an','ook'
ne,chu,1,replace_2:3,'ne','chu'
mp,ng,1,replace_2:2,'mp','ng'
r,nn,1,split_1:n,'r','nn'
accurate . ,,1,delete_n:0,'accurate . ',''
, accurate,1,insert_0:n,'',' accurate'
r,B,1,substitute_1:1,'r','B'
specified ,,1,delete_n:0,'specified ',''
, specified,1,insert_0:n,'',' specified'
,s.,1,insert_0:n,'','s.'
to,pencil.,1,replace_2:7,'to','pencil.'
,Hur,1,insert_0:n,'','Hur'
m,wo,1,split_1:n,'m','wo'
o,h,1,substitute_1:1,'o','h'
ick,d,1,merge_n:1,'ick','d'
ura,iden,1,replace_3:4,'ura','iden'
n,us,1,split_1:n,'n','us'
en,lu,1,replace_2:2,'en','lu'
il,k,1,merge_n:1,'il','k'
wor,ma,1,replace_3:2,'wor','ma'
ir,a,1,merge_n:1,'ir','a'
t,p,1,substitute_1:1,'t','p'
per,sk,1,replace_3:2,'per','sk'
m,unl,1,split_1:n,'m','unl'
in,ac,1,replace_2:2,'in','ac'
nd,way,1,replace_2:3,'nd','way'
,try ,1,insert_0:n,'','try '
s,z,1,substitute_1:1,'s','z'
 wh,,1,delete_n:0,' wh',''
h,ludes,1,split_1:n,'h','ludes'
d, cq,1,split_1:n,'d',' cq'
cer,at,1,replace_3:2,'cer','at'
or,al,1,replace_2:2,'or','al'
Fi,T,1,merge_n:1,'Fi','T'
,uard,1,insert_0:n,'','uard'
neral,d,1,merge_n:1,'neral','d'
st,dr,1,replace_2:2,'st','dr'
ut,y,1,merge_n:1,'ut','y'
i,la,1,split_1:n,'i','la'
,d u,1,insert_0:n,'','d u'
an,use,1,replace_2:3,'an','use'
, 1,1,insert_0:n,'',' 1'
n,ad,1,split_1:n,'n','ad'
f,R,1,substitute_1:1,'f','R'
a,be,1,split_1:n,'a','be'
a,xu,1,split_1:n,'a','xu'
mark,wheeling,1,replace_4:8,'mark','wheeling'
by,dg,1,replace_2:2,'by','dg'
4,if,1,split_1:n,'4','if'
,in ,1,insert_0:n,'','in '
r ,z,1,merge_n:1,'r ','z'
a,our,1,split_1:n,'a','our'
, and,1,insert_0:n,'',' and'
fir,be,1,replace_3:2,'fir','be'
mou,wa,1,replace_3:2,'mou','wa'
a,op,1,split_1:n,'a','op'
ap,erful,1,replace_2:5,'ap','erful'
ch,Qu,1,replace_2:2,'ch','Qu'
u,ho,1,split_1:n,'u','ho'
fr,h,1,merge_n:1,'fr','h'
,dl,1,insert_0:n,'','dl'
 by 1 in.,,1,delete_n:0,' by 1 in.',''
on,um,1,replace_2:2,'on','um'
.,-,1,substitute_1:1,'.','-'
,led,1,insert_0:n,'','led'
wo,urn,1,replace_2:3,'wo','urn'
ch,dr,1,replace_2:2,'ch','dr'
k,da,1,split_1:n,'k','da'
p,f,1,substitute_1:1,'p','f'
. P,p,1,merge_n:1,'. P','p'
d,et,1,split_1:n,'d','et'
id,ock,1,replace_2:3,'id','ock'
hav,wer,1,replace_3:3,'hav','wer'
An,The,1,replace_2:3,'An','The'
,thankf,1,insert_0:n,'','thankf'
nti,,1,delete_n:0,'nti',''
",",thankful it dies in,1,split_1:n,"','",'thankful it dies in'
, late autumn thankful,1,insert_0:n,'',' late autumn thankful'
ma,incide,1,replace_2:6,'ma','incide'
fter,phids,1,replace_4:5,'fter','phids'
n,ca,1,split_1:n,'n','ca'
greenhouse . ,,1,delete_n:0,'greenhouse . ',''
ma,cou,1,replace_2:3,'ma','cou'
i,y grea,1,split_1:n,'i','y grea'
,e house.,1,insert_0:n,'','e house.'
since ,"""",1,merge_n:1,'since ',"'""'"
," since""",1,insert_0:n,'',"' since""'"
h,lusively,1,split_1:n,'h','lusively'
z,n,1,substitute_1:1,'z','n'
ey,ings,1,replace_2:4,'ey','ings'
qu,gran,1,replace_2:4,'qu','gran'
, be,1,insert_0:n,'',' be'
er,os,1,replace_2:2,'er','os'
#,of,1,split_1:n,'#','of'
r,ic,1,split_1:n,'r','ic'
k ,h,1,merge_n:1,'k ','h'
e,li,1,split_1:n,'e','li'
c,sing,1,split_1:n,'c','sing'
Cla,The,1,replace_3:3,'Cla','The'
e,d,1,substitute_1:1,'e','d'
iz,,1,delete_n:0,'iz',''
nea,mois,1,replace_3:4,'nea','mois'
d,als,1,split_1:n,'d','als'
e,n,1,substitute_1:1,'e','n'
,fic,1,insert_0:n,'','fic'
m,ad,1,split_1:n,'m','ad'
u,bla,1,split_1:n,'u','bla'
tt,H,1,merge_n:1,'tt','H'
d .,cl,1,replace_3:2,'d .','cl'
orm,u,1,merge_n:1,'orm','u'
",",it,1,split_1:n,"','",'it'
, your own ;,1,insert_0:n,'',' your own ;'
s .,i,1,merge_n:1,'s .','i'
it,I,1,merge_n:1,'it','I'
no,as,1,replace_2:2,'no','as'
ings,em,1,replace_4:2,'ings','em'
re,p,1,merge_n:1,'re','p'
b,G,1,substitute_1:1,'b','G'
k,gle',1,split_1:n,'k',"""gle'"""
m,l,1,substitute_1:1,'m','l'
,asura,1,insert_0:n,'','asura'
om,c,1,merge_n:1,'om','c'
na,s,1,merge_n:1,'na','s'
, world,1,insert_0:n,'',' world'
,out ,1,insert_0:n,'','out '
ul,addi,1,replace_2:4,'ul','addi'
m,on,1,split_1:n,'m','on'
te,l,1,merge_n:1,'te','l'
," to""",1,insert_0:n,'',"' to""'"
y,e,1,substitute_1:1,'y','e'
y,ag,1,split_1:n,'y','ag'
ng,r,1,merge_n:1,'ng','r'
, up,1,insert_0:n,'',' up'
r,"""f",1,split_1:n,'r',"'""f'"
about ,,1,delete_n:0,'about ',''
ay,"rong""",1,replace_2:5,'ay',"'rong""'"
nt,ur,1,replace_2:2,'nt','ur'
m .,a,1,merge_n:1,'m .','a'
ju,fir,1,replace_2:3,'ju','fir'
i,d,1,substitute_1:1,'i','d'
obl,,1,delete_n:0,'obl',''
m,cedent,1,split_1:n,'m','cedent'
bo,la,1,replace_2:2,'bo','la'
r,nd,1,split_1:n,'r','nd'
,ho,1,insert_0:n,'','ho'
n,achi,1,split_1:n,'n','achi'
ar,v,1,merge_n:1,'ar','v'
,Oc,1,insert_0:n,'','Oc'
,teen,1,insert_0:n,'','teen'
w,h,1,substitute_1:1,'w','h'
Di,the sta,1,replace_2:7,'Di','the sta'
ector,s,1,merge_n:1,'ector','s'
in ,"""",1,merge_n:1,'in ',"'""'"
,ab,1,insert_0:n,'','ab'
ng,lity,1,replace_2:4,'ng','lity'
1 ,N,1,merge_n:1,'1 ','N'
g,cy,1,split_1:n,'g','cy'
ut,ark,1,replace_2:3,'ut','ark'
the,Ma,1,replace_3:2,'the','Ma'
,tit,1,insert_0:n,'','tit'
ik,,1,delete_n:0,'ik',''
at,ich,1,replace_2:3,'at','ich'
,ahead s,1,insert_0:n,'','ahead s'
hat te,y,1,merge_n:1,'hat te','y'
w,rec,1,split_1:n,'w','rec'
Ma,The,1,replace_2:3,'Ma','The'
ugg,niffl,1,replace_3:5,'ugg','niffl'
m,b,1,substitute_1:1,'m','b'
,'s ,1,insert_0:n,'',"""'s """
w,se,1,split_1:n,'w','se'
H,t'oth,1,split_1:n,'H',"""t'oth"""
Ca,Gu,1,replace_2:2,'Ca','Gu'
a,se,1,split_1:n,'a','se'
4,3,1,substitute_1:1,'4','3'
h,liv,1,split_1:n,'h','liv'
,di,1,insert_0:n,'','di'
id,,1,delete_n:0,'id',''
k,i,1,substitute_1:1,'k','i'
a,oc,1,split_1:n,'a','oc'
n,ua,1,split_1:n,'n','ua'
the,No,1,replace_3:2,'the','No'
us,n,1,merge_n:1,'us','n'
str,d,1,merge_n:1,'str','d'
ay,eg,1,replace_2:2,'ay','eg'
b,"""d",1,split_1:n,'b',"'""d'"
in t,"""T",1,replace_4:2,'in t',"'""T'"
ht,ner,1,replace_2:3,'ht','ner'
stamp ,,1,delete_n:0,'stamp ',''
, stamp,1,insert_0:n,'',' stamp'
bei,,1,delete_n:0,'bei',''
,au,1,insert_0:n,'','au'
,hty,1,insert_0:n,'','hty'
ar,th,1,replace_2:2,'ar','th'
it ,,1,delete_n:0,'it ',''
w,ut,1,split_1:n,'w','ut'
a,id,1,split_1:n,'a','id'
y,ight,1,split_1:n,'y','ight'
s,M,1,substitute_1:1,'s','M'
ns,m,1,merge_n:1,'ns','m'
. Mr.,it,1,replace_5:2,'. Mr.','it'
t ,r,1,merge_n:1,'t ','r'
4,5,1,substitute_1:1,'4','5'
gl,,1,delete_n:0,'gl',''
,frai,1,insert_0:n,'','frai'
op,gr,1,replace_2:2,'op','gr'
n,at,1,split_1:n,'n','at'
one to ,,1,delete_n:0,'one to ',''
, one to,1,insert_0:n,'',' one to'
, Naples,1,insert_0:n,'',' Naples'
,kin,1,insert_0:n,'','kin'
me,und,1,replace_2:3,'me','und'
is ,,1,delete_n:0,'is ',''
",",a,1,substitute_1:1,"','",'a'
wa,beg,1,replace_2:3,'wa','beg'
arti,e,1,merge_n:1,'arti','e'
g,j,1,substitute_1:1,'g','j'
wr,n,1,merge_n:1,'wr','n'
 ,l,1,substitute_1:1,' ','l'
man,high,1,replace_3:4,'man','high'
uv,w,1,merge_n:1,'uv','w'
a,ir,1,split_1:n,'a','ir'
;,is,1,split_1:n,';','is'
e,olid,1,split_1:n,'e','olid'
lth,y,1,merge_n:1,'lth','y'
ve,ck,1,replace_2:2,'ve','ck'
,ec,1,insert_0:n,'','ec'
st ,ly,1,replace_3:2,'st ','ly'
i,oc,1,split_1:n,'i','oc'
t,s,1,substitute_1:1,'t','s'
e,ack,1,split_1:n,'e','ack'
"me , ","""",1,merge_n:1,"'me , '","'""'"
," an""",1,insert_0:n,'',"' an""'"
,to,1,insert_0:n,'','to'
wint,Wak,1,replace_4:3,'wint','Wak'
Ar,Gen,1,replace_2:3,'Ar','Gen'
hur,lemen,1,replace_3:5,'hur','lemen'
", bu",,1,delete_n:0,"', bu'",''
,alk,1,insert_0:n,'','alk'
"me ,",way,1,replace_4:3,"'me ,'",'way'
bu,i,1,merge_n:1,'bu','i'
a,ig,1,split_1:n,'a','ig'
.. .,,1,delete_n:0,'.. .',''
d,ish,1,split_1:n,'d','ish'
,ng,1,insert_0:n,'','ng'
tho,A,1,merge_n:1,'tho','A'
a,ecur,1,split_1:n,'a','ecur'
ling,ty,1,replace_4:2,'ling','ty'
' to,I,1,merge_n:1,"""' to""",'I'
,and ,1,insert_0:n,'','and '
I h,le,1,replace_3:2,'I h','le'
u,te,1,split_1:n,'u','te'
l ' ,d,1,merge_n:1,"""l ' """,'d'
but,when,1,replace_3:4,'but','when'
A,C,1,substitute_1:1,'A','C'
ev,ru,1,replace_2:2,'ev','ru'
fall of the ,,1,delete_n:0,'fall of the ',''
o,hateve,1,split_1:n,'o','hateve'
f,k,1,substitute_1:1,'f','k'
Ita,He,1,replace_3:2,'Ita','He'
a,gh,1,split_1:n,'a','gh'
u,igh,1,split_1:n,'u','igh'
w,ca,1,split_1:n,'w','ca'
it,ry,1,replace_2:2,'it','ry'
know,ma,1,replace_4:2,'know','ma'
,ou mistak,1,insert_0:n,'','ou mistak'
,"n,",1,insert_0:n,'',"'n,'"
U,Wil,1,split_1:n,'U','Wil'
# ,,1,delete_n:0,'# ',''
1,I ,1,split_1:n,'1','I '
no,s,1,merge_n:1,'no','s'
m,Har,1,split_1:n,'m','Har'
ma,proce,1,replace_2:5,'ma','proce'
but,will,1,replace_3:4,'but','will'
,mon,1,insert_0:n,'','mon'
ory,an,1,replace_3:2,'ory','an'
bu,Sal,1,replace_2:3,'bu','Sal'
,fter,1,insert_0:n,'','fter'
mb,l,1,merge_n:1,'mb','l'
I,"so""",1,split_1:n,'I',"'so""'"
U,"""Ma",1,split_1:n,'U',"'""Ma'"
tha,Wel,1,replace_3:3,'tha','Wel'
,gr,1,insert_0:n,'','gr'
st,"""Sh",1,replace_2:3,'st',"'""Sh'"
,T,1,insert_0:n,'','T'
ful,ted,1,replace_3:3,'ful','ted'
I,and,1,split_1:n,'I','and'
ee,ou,1,replace_2:2,'ee','ou'
an,94,1,replace_2:2,'an','94'
a,so,1,split_1:n,'a','so'
y ,ies,1,replace_2:3,'y ','ies'
,pace s,1,insert_0:n,'','pace s'
an,oo,1,replace_2:2,'an','oo'
cu,we,1,replace_2:2,'cu','we'
,x,1,insert_0:n,'','x'
rma,su,1,replace_3:2,'rma','su'
,den,1,insert_0:n,'','den'
r,mul,1,split_1:n,'r','mul'
 at ,,1,delete_n:0,' at ',''
6,"""Co",1,split_1:n,'6',"'""Co'"
Nor i,I,1,merge_n:1,'Nor i','I'
, Never,1,insert_0:n,'',' Never'
no,the,1,replace_2:3,'no','the'
kn,thr,1,replace_2:3,'kn','thr'
wn,ughout,1,replace_2:6,'wn','ughout'
a,p,1,substitute_1:1,'a','p'
un,rme,1,replace_2:3,'un','rme'
u,h,1,substitute_1:1,'u','h'
H,t,1,substitute_1:1,'H','t'
at,e,1,merge_n:1,'at','e'
hn,lv,1,replace_2:2,'hn','lv'
st,cally,1,replace_2:5,'st','cally'
vi,dre,1,replace_2:3,'vi','dre'
ste,lu,1,replace_3:2,'ste','lu'
,ert,1,insert_0:n,'','ert'
nn .,h,1,merge_n:1,'nn .','h'
a,eg,1,split_1:n,'a','eg'
nc,me,1,replace_2:2,'nc','me'
P,R,1,substitute_1:1,'P','R'
ha,Lor,1,replace_2:3,'ha','Lor'
f,th,1,split_1:n,'f','th'
,an,1,insert_0:n,'','an'
#,May,1,split_1:n,'#','May'
,I,1,insert_0:n,'','I'
an,ere,1,replace_2:3,'an','ere'
D,O,1,substitute_1:1,'D','O'
or,at,1,replace_2:2,'or','at'
w,s,1,substitute_1:1,'w','s'
m,wn,1,split_1:n,'m','wn'
c,ev,1,split_1:n,'c','ev'
t,L,1,substitute_1:1,'t','L'
" ' ,",,1,delete_n:0,""" ' ,""",''
bl,si,1,replace_2:2,'bl','si'
om,an,1,replace_2:2,'om','an'
s,e,1,substitute_1:1,'s','e'
f,ld,1,split_1:n,'f','ld'
a,G,1,substitute_1:1,'a','G'
#,beeing,1,split_1:n,'#','beeing'
K,N,1,substitute_1:1,'K','N'
bu,no,1,replace_2:2,'bu','no'
n,'m,1,split_1:n,'n',"""'m"""
rr,m,1,merge_n:1,'rr','m'
,res,1,insert_0:n,'','res'
se,,1,delete_n:0,'se',''
K,t,1,substitute_1:1,'K','t'
"""", ,1,substitute_1:1,"'""'",' '
an,om,1,replace_2:2,'an','om'
"""",,1,delete_n:0,"'""'",''
 but,lived,1,replace_4:5,' but','lived'
,cei,1,insert_0:n,'','cei'
t,bl,1,split_1:n,'t','bl'
writ,mak,1,replace_4:3,'writ','mak'
-, in comes,1,split_1:n,'-',' in comes'
ng,ps dwell,1,replace_2:8,'ng','ps dwell'
 childle,,1,delete_n:0,' childle',''
3,1,1,substitute_1:1,'3','1'
9,2,1,substitute_1:1,'9','2'
, also,1,insert_0:n,'',' also'
8,9,1,substitute_1:1,'8','9'
n,ma,1,split_1:n,'n','ma'
ms,ward,1,replace_2:4,'ms','ward'
,fferi,1,insert_0:n,'','fferi'
ary,g,1,merge_n:1,'ary','g'
f,y,1,substitute_1:1,'f','y'
ng,y,1,merge_n:1,'ng','y'
ou,ac,1,replace_2:2,'ou','ac'
m,w ,1,split_1:n,'m','w '
wher,induc,1,replace_4:5,'wher','induc'
s,D,1,substitute_1:1,'s','D'
sho,Ha,1,replace_3:2,'sho','Ha'
h,lov,1,split_1:n,'h','lov'
r,att,1,split_1:n,'r','att'
tort,nd,1,replace_4:2,'tort','nd'
ndr,m L,1,replace_3:3,'ndr','m L'
,he kitch,1,insert_0:n,'','he kitch'
tion,,1,delete_n:0,'tion',''
But,said,1,replace_3:4,'But','said'
wo,hree,1,replace_2:4,'wo','hree'
,in,1,insert_0:n,'','in'
ur-,les,1,replace_3:3,'ur-','les'
her,to,1,replace_3:2,'her','to'
na,,1,delete_n:0,'na',''
t,M,1,substitute_1:1,'t','M'
ob,at,1,replace_2:2,'ob','at'
' I,O,1,merge_n:1,"""' I""",'O'
ja,po,1,replace_2:2,'ja','po'
h,Cu,1,split_1:n,'h','Cu'
, groping after wads of five,1,insert_0:n,'',' groping after wads of five'
s,g,1,substitute_1:1,'s','g'
, at all.,1,insert_0:n,'',' at all.'
n,he,1,split_1:n,'n','he'
s,u,1,substitute_1:1,'s','u'
tch,bs,1,replace_3:2,'tch','bs'
, the,1,insert_0:n,'',' the'
,tea,1,insert_0:n,'','tea'
ide,,1,delete_n:0,'ide',''
f,bo,1,split_1:n,'f','bo'
om,n,1,merge_n:1,'om','n'
,ed ,1,insert_0:n,'','ed '
on,at,1,replace_2:2,'on','at'
fu,Le,1,replace_2:2,'fu','Le'
' ' ,"""",1,merge_n:1,"""' ' ""","'""'"
n,c,1,substitute_1:1,'n','c'
rell,,1,delete_n:0,'rell',''
S,T,1,substitute_1:1,'S','T'
THAT ,that,1,replace_5:4,'THAT ','that'
"""v",,1,delete_n:0,"'""v'",''
aw,st,1,replace_2:2,'aw','st'
th,fin,1,replace_2:3,'th','fin'
th,sex,1,replace_2:3,'th','sex'
I 'm,Huh,1,replace_4:3,"""I 'm""",'Huh'
m,se,1,split_1:n,'m','se'
u,k,1,substitute_1:1,'u','k'
d,"""ch",1,split_1:n,'d',"'""ch'"
. ,Andy,1,replace_2:4,'. ','Andy'
 Only,,1,delete_n:0,' Only',''
" , I say might ,",,1,delete_n:0,"' , I say might ,'",''
". "" S",t,1,merge_n:1,"'. "" S'",'t'
m,lik,1,split_1:n,'m','lik'
 O,w,1,merge_n:1,' O','w'
wo .,ax,1,replace_4:2,'wo .','ax'
th,He,1,replace_2:2,'th','He'
 ,t,1,substitute_1:1,' ','t'
G,T,1,substitute_1:1,'G','T'
ur,cen,1,replace_2:3,'ur','cen'
t,fl,1,split_1:n,'t','fl'
ur,es,1,replace_2:2,'ur','es'
j,g,1,substitute_1:1,'j','g'
,wh,1,insert_0:n,'','wh'
e, o,1,split_1:n,'e',' o'
r,geta,1,split_1:n,'r','geta'
La,to,1,replace_2:2,'La','to'
is,B,1,merge_n:1,'is','B'
,ac,1,insert_0:n,'','ac'
ti,ho,1,replace_2:2,'ti','ho'
k ,d,1,merge_n:1,'k ','d'
6, G,1,split_1:n,'6',' G'
it,If,1,replace_2:2,'it','If'
f,u,1,substitute_1:1,'f','u'
*?,e.,1,replace_2:2,'*?','e.'
t, cl,1,split_1:n,'t',' cl'
a,tle,1,split_1:n,'a','tle'
ro,b,1,merge_n:1,'ro','b'
La,An,1,replace_2:2,'La','An'
book,death,1,replace_4:5,'book','death'
,hlu,1,insert_0:n,'','hlu'
," to murders, apart for an outcry against a",1,insert_0:n,'',"' to murders, apart for an outcry against a'"
h,e,1,substitute_1:1,'h','e'
but,And,1,replace_3:3,'but','And'
me,nd,1,replace_2:2,'me','nd'
e,as,1,split_1:n,'e','as'
n,k,1,substitute_1:1,'n','k'
in,I'm,1,replace_2:3,'in',"""I'm"""
h,er,1,split_1:n,'h','er'
her,on,1,replace_3:2,'her','on'
se ,r,1,merge_n:1,'se ','r'
ma,nee,1,replace_2:3,'ma','nee'
chi,au,1,replace_3:2,'chi','au'
 i,',1,merge_n:1,' i',"""'"""
t straigh,,1,delete_n:0,'t straigh',''
om,ered,1,replace_2:4,'om','ered'
*,,1,delete_n:0,'*',''
2, It,1,split_1:n,'2',' It'
,ships ,1,insert_0:n,'','ships '
t,ck,1,split_1:n,'t','ck'
who ,and,1,replace_4:3,'who ','and'
etty,olong,1,replace_4:5,'etty','olong'
v,ut,1,split_1:n,'v','ut'
un,ea,1,replace_2:2,'un','ea'
o,ich,1,split_1:n,'o','ich'
,pine,1,insert_0:n,'','pine'
wh,curl,1,replace_2:4,'wh','curl'
' C,F,1,merge_n:1,"""' C""",'F'
-,r punished,1,split_1:n,'-','r punished'
n ,med,1,replace_2:3,'n ','med'
to,be,1,replace_2:2,'to','be'
, line,1,insert_0:n,'',' line'
st,Sh,1,replace_2:2,'st','Sh'
on ,a,1,merge_n:1,'on ','a'
M,ell,1,split_1:n,'M','ell'
A,ct,1,split_1:n,'A','ct'
*?, is,1,replace_2:3,'*?',' is'
ting,hhy,1,replace_4:3,'ting','hhy'
n,ak,1,split_1:n,'n','ak'
,redu,1,insert_0:n,'','redu'
ould,e,1,merge_n:1,'ould','e'
ri,n,1,merge_n:1,'ri','n'
le,,1,delete_n:0,'le',''
S,d,1,substitute_1:1,'S','d'
8,R,1,substitute_1:1,'8','R'
z,g,1,substitute_1:1,'z','g'
as ,on,1,replace_3:2,'as ','on'
at,of,1,replace_2:2,'at','of'
b,j,1,substitute_1:1,'b','j'
is,way,1,replace_2:3,'is','way'
E,fo,1,split_1:n,'E','fo'
ir,,1,delete_n:0,'ir',''
rd,tion,1,replace_2:4,'rd','tion'
m,"qui""",1,split_1:n,'m',"'qui""'"
1t,"""W",1,replace_2:2,'1t',"'""W'"
tho,Ha,1,replace_3:2,'tho','Ha'
nt,ech,1,replace_2:3,'nt','ech'
 ;,ing,1,replace_2:3,' ;','ing'
,ssing,1,insert_0:n,'','ssing'
d,ex,1,split_1:n,'d','ex'
, symbols (the MANISHTANO),1,insert_0:n,'',' symbols (the MANISHTANO)'
n .,m,1,merge_n:1,'n .','m'
J,f,1,substitute_1:1,'J','f'
,hear,1,insert_0:n,'','hear'
urb,en,1,replace_3:2,'urb','en'
ing,y,1,merge_n:1,'ing','y'
b,W,1,substitute_1:1,'b','W'
we,us,1,replace_2:2,'we','us'
h, me,1,split_1:n,'h',' me'
nd,ls,1,replace_2:2,'nd','ls'
1h,st,1,replace_2:2,'1h','st'
,ple,1,insert_0:n,'','ple'
,ro,1,insert_0:n,'','ro'
, probably,1,insert_0:n,'',' probably'
ll,tt,1,replace_2:2,'ll','tt'
im,er,1,replace_2:2,'im','er'
ou,enni,1,replace_2:4,'ou','enni'
ld,ght,1,replace_2:3,'ld','ght'
b,qu,1,split_1:n,'b','qu'
n,red,1,split_1:n,'n','red'
ok,h,1,merge_n:1,'ok','h'
"When , h",H,1,merge_n:1,"'When , h'",'H'
th,How,1,replace_2:3,'th','How'
,"ver,",1,insert_0:n,'',"'ver,'"
k,ch,1,split_1:n,'k','ch'
 ;,,1,delete_n:0,' ;',''
i-,.,1,merge_n:1,'i-','.'
#,At,1,split_1:n,'#','At'
r,T,1,substitute_1:1,'r','T'
is,and,1,replace_2:3,'is','and'
a,nce,1,split_1:n,'a','nce'
,auti,1,insert_0:n,'','auti'
mmon,u,1,merge_n:1,'mmon','u'
um,een,1,replace_2:3,'um','een'
wa,Wro,1,replace_2:3,'wa','Wro'
ce,Co,1,replace_2:2,'ce','Co'
, pro-,1,insert_0:n,'',' pro-'
pro,,1,delete_n:0,'pro',''
a,er,1,split_1:n,'a','er'
N,n,1,substitute_1:1,'N','n'
U,W,1,substitute_1:1,'U','W'
e,ly,1,split_1:n,'e','ly'
in,out,1,replace_2:3,'in','out'
wh,in t,1,replace_2:4,'wh','in t'
u,or,1,split_1:n,'u','or'
ar,e,1,merge_n:1,'ar','e'
cula,tione,1,replace_4:5,'cula','tione'
St,Th,1,replace_2:2,'St','Th'
houl,tarte,1,replace_4:5,'houl','tarte'
,ati,1,insert_0:n,'','ati'
n,p,1,substitute_1:1,'n','p'
nt,d,1,merge_n:1,'nt','d'
a,lec,1,split_1:n,'a','lec'
S,slep,1,split_1:n,'S','slep'
eve,,1,delete_n:0,'eve',''
f,ved,1,split_1:n,'f','ved'
y,ening,1,split_1:n,'y','ening'
F,Tr,1,split_1:n,'F','Tr'
 ,c,1,substitute_1:1,' ','c'
Ha,thi,1,replace_2:3,'Ha','thi'
( an,for,1,replace_4:3,'( an','for'
M,N,1,substitute_1:1,'M','N'
M,D,1,substitute_1:1,'M','D'
